
New Run at  01/22/2015 17:17:24
, Time, randomLearnAccesses; randomClicks; exp3LearnAccess; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241506500,446336.0;16024.0;442846.0;14834.0;0.933031979018,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;5.0 0.0 109517;38.0 1.0 109614;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109615;2.0 0.0 109596;4.0 0.0 109598;6.0 0.0 109599,109601.0 1076;109603.0 1076;109476.0 1076;109605.0 1076;109608.0 1076;109610.0 1076;109611.0 1076;109612.0 1076;109613.0 1076;109614.0 1076;109517.0 1076;109617.0 1076;109618.0 1076;109619.0 1076;109594.0 1076;109615.0 1076;109596.0 1076;109598.0 1076;109599.0 1076,109601 58;109603 53;109476 54;109605 49;109608 52;109610 59;109611 64;109612 72;109517 54;109614 71;109613 57;109617 67;109618 52;109619 50;109594 57;109615 45;109596 65;109598 51;109599 46
data,1241507400,447410.0;16060.0;443947.0;14891.0;0.934443148065,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;5.0 0.0 109517;1139.0 58.0 109614;2.0 0.0 109615;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1054;109603 1040;109476 994;109605 1082;109608 1030;109610 1080;109611 1038;109612 1165;109517 1112;109614 1101;109615 984;109613 992;109617 1067;109618 1020;109619 1069;109594 1064;109596 1039;109598 1091;109599 978
data,1241508000,448471.0;16081.0;445032.0;14955.0;0.937165927116,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;2224.0 122.0 109614;2.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;5.0 0.0 109517;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1043;109603 991;109476 1066;109605 1037;109608 1013;109610 1032;109611 1000;109612 1048;109613 1104;109614 1085;109615 1044;109617 1053;109618 1048;109619 1078;109594 1096;109596 1134;109517 1039;109598 1049;109599 1040
data,1241508900,449514.0;16107.0;446061.0;14998.0;0.938356051618,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;5.0 0.0 109517;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;3253.0 165.0 109614;2.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;3.0 0.0 109610;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1009;109603 1108;109476 1057;109605 1074;109608 1012;109517 1020;109611 1051;109612 1036;109613 1068;109614 1029;109615 1037;109617 1058;109618 1048;109619 1031;109594 1107;109596 1035;109610 1070;109598 1036;109599 1114
data,1241509500,450584.0;16135.0;447081.0;15040.0;0.939438639549,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;5.0 0.0 109517;4273.0 207.0 109614;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109615;2.0 0.0 109596;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1047;109603 1059;109476 1086;109605 1096;109608 1093;109610 1063;109611 1066;109612 1089;109517 1053;109614 1020;109613 1052;109617 1083;109618 1032;109619 1057;109594 1013;109615 1009;109596 1032;109598 1031;109599 1019
data,1241510400,451678.0;16153.0;448141.0;15075.0;0.940629048711,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;5333.0 242.0 109614;5.0 0.0 109517;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109615;2.0 0.0 109596;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1055;109603 1092;109476 1034;109605 1141;109608 1037;109610 1059;109611 1067;109612 984;109613 1058;109614 1060;109517 1088;109617 1026;109618 1045;109619 1060;109594 1074;109615 1012;109596 1011;109598 1037;109599 1060
data,1241511000,452682.0;16180.0;449264.0;15141.0;0.942904370256,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;6456.0 308.0 109614;2.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;5.0 0.0 109517;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1050;109603 1041;109476 1054;109605 1041;109608 1070;109610 1046;109611 1008;109612 1069;109613 1060;109614 1123;109615 1003;109617 1062;109618 1077;109619 982;109594 1094;109596 1057;109517 1064;109598 1057;109599 1042
data,1241511900,453719.0;16197.0;450247.0;15182.0;0.944562159919,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;7439.0 349.0 109614;2.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;5.0 0.0 109517;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1061;109603 1082;109476 1060;109605 1119;109608 1001;109610 1071;109611 1030;109612 1057;109613 1053;109614 983;109615 1025;109617 1046;109618 1066;109619 1033;109594 1091;109596 1072;109517 1041;109598 1045;109599 1064
data,1241512800,454809.0;16216.0;451273.0;15229.0;0.946492879293,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;8465.0 396.0 109614;2.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109596;5.0 0.0 109517;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1016;109603 1083;109476 1074;109605 1021;109608 1025;109610 1038;109611 1049;109612 1022;109613 1048;109614 1026;109615 1109;109617 1005;109618 1087;109619 1028;109594 1065;109596 1047;109517 1109;109598 1057;109599 1091
data,1241513400,455879.0;16243.0;452312.0;15276.0;0.947883323154,4.0 0.0 109601;0.0 0.0 109603;18.0 0.0 109476;4.0 0.0 109605;2.0 0.0 109608;3.0 0.0 109610;3.0 0.0 109611;0.0 0.0 109612;2.0 0.0 109613;9504.0 443.0 109614;5.0 0.0 109517;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;112327.0 5394.0 109594;2.0 0.0 109615;2.0 0.0 109596;4.0 0.0 109598;6.0 0.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1075;109603 1043;109476 1015;109605 952;109608 1081;109610 1047;109611 1083;109612 1109;109613 1026;109614 1039;109517 1066;109617 1024;109618 1076;109619 1050;109594 1066;109615 1078;109596 1054;109598 1049;109599 1067
