
New Run at  01/27/2015 01:38:32
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241507400,842391.0;30077.0;843068.0;33197.0;801341.0;32151.0;1.10284743037;1.12371537802,1819.0 76.0 109601;1437.0 73.0 109603;59903.0 1770.0 109476;1653.0 102.0 109605;1466.0 60.0 109608;1019.0 39.0 109610;674.0 33.0 109611;578.0 42.0 109612;5475.0 166.0 109517;731.0 39.0 109614;1006.0 16.0 109613;796.0 47.0 109617;545.0 17.0 109618;193.0 3.0 109619;2810.0 137.0 109594;949.0 43.0 109615;2517.0 123.0 109596;2131.0 99.0 109598;2026.0 96.0 109599,109601.0 19389;109603.0 19389;109476.0 19389;109605.0 19389;109608.0 19389;109610.0 19389;109611.0 19389;109612.0 19389;109613.0 19389;109614.0 19389;109517.0 19389;109617.0 19389;109618.0 19389;109619.0 19389;109594.0 19389;109615.0 19389;109596.0 19389;109598.0 19389;109599.0 19389,109601 1028;109603 1017;109476 957;109605 1040;109608 999;109610 1044;109611 1017;109612 1138;109517 1087;109614 1078;109613 968;109617 1048;109618 972;109619 1018;109594 1044;109615 936;109596 1009;109598 1051;109599 938
data,1241508000,843448.0;30107.0;844128.0;33218.0;802381.0;32177.0;1.10244264592;1.12345516302,1840.0 76.0 109601;1449.0 73.0 109603;60668.0 1783.0 109476;1664.0 102.0 109605;1478.0 60.0 109608;1038.0 40.0 109610;695.0 33.0 109611;591.0 42.0 109612;5490.0 167.0 109517;747.0 41.0 109614;1021.0 16.0 109613;809.0 48.0 109617;559.0 18.0 109618;214.0 3.0 109619;2829.0 137.0 109594;966.0 43.0 109615;2536.0 125.0 109596;2146.0 99.0 109598;2048.0 96.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1035;109603 995;109476 1068;109605 1036;109608 999;109610 1051;109611 997;109612 1059;109517 1032;109614 1071;109613 1104;109617 1053;109618 1056;109619 1090;109594 1089;109615 1044;109596 1132;109598 1042;109599 1047
data,1241508600,844535.0;30136.0;845214.0;33239.0;803463.0;32201.0;1.10208048693;1.1231442095,1855.0 76.0 109601;1463.0 73.0 109603;61432.0 1799.0 109476;1692.0 103.0 109605;1487.0 60.0 109608;1061.0 40.0 109610;710.0 34.0 109611;606.0 42.0 109612;5504.0 167.0 109517;766.0 41.0 109614;984.0 43.0 109615;1044.0 17.0 109613;828.0 48.0 109617;572.0 18.0 109618;233.0 3.0 109619;2845.0 137.0 109594;2553.0 125.0 109596;2159.0 100.0 109598;2080.0 97.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1010;109603 1071;109476 1055;109605 1084;109608 1025;109610 1063;109611 1057;109612 1041;109517 1018;109614 1033;109615 1042;109613 1064;109617 1057;109618 1054;109619 1036;109594 1099;109596 1048;109598 1048;109599 1095
data,1241509500,845570.0;30163.0;846275.0;33259.0;804533.0;32224.0;1.10172374011;1.12282123756,1871.0 76.0 109601;1481.0 73.0 109603;62208.0 1812.0 109476;1712.0 103.0 109605;1496.0 60.0 109608;1081.0 40.0 109610;718.0 34.0 109611;627.0 43.0 109612;1067.0 18.0 109613;775.0 43.0 109614;1002.0 43.0 109615;841.0 48.0 109617;588.0 19.0 109618;253.0 4.0 109619;2864.0 137.0 109594;2572.0 125.0 109596;5516.0 168.0 109517;2172.0 100.0 109598;2091.0 97.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1046;109603 1084;109476 1080;109605 1096;109608 1080;109610 1072;109611 1049;109612 1093;109613 1061;109614 1052;109615 998;109617 1074;109618 1021;109619 1064;109594 1008;109596 1020;109517 1049;109598 1024;109599 1029
data,1241510100,846620.0;30184.0;847329.0;33283.0;805581.0;32242.0;1.10174763284;1.12259858526,1888.0 76.0 109601;1497.0 74.0 109603;62934.0 1826.0 109476;1731.0 103.0 109605;1511.0 60.0 109608;1102.0 41.0 109610;738.0 37.0 109611;640.0 43.0 109612;1084.0 18.0 109613;789.0 44.0 109614;1017.0 43.0 109615;859.0 49.0 109617;607.0 19.0 109618;273.0 5.0 109619;2878.0 137.0 109594;2591.0 126.0 109596;5543.0 168.0 109517;2192.0 100.0 109598;2115.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1092;109476 1045;109605 1125;109608 1048;109610 1040;109611 1075;109612 979;109613 1041;109614 1041;109615 1026;109617 1044;109618 1035;109619 1063;109594 1076;109596 1026;109517 1086;109598 1034;109599 1065
data,1241511000,847714.0;30213.0;848368.0;33305.0;806658.0;32271.0;1.1014902673;1.12247966753,1900.0 76.0 109601;1511.0 75.0 109603;63693.0 1839.0 109476;1746.0 104.0 109605;1525.0 60.0 109608;1119.0 43.0 109610;752.0 37.0 109611;656.0 43.0 109612;1106.0 18.0 109613;810.0 46.0 109614;1030.0 44.0 109615;875.0 50.0 109617;621.0 19.0 109618;281.0 5.0 109619;2887.0 137.0 109594;2611.0 127.0 109596;5561.0 168.0 109517;2214.0 100.0 109598;2130.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1048;109603 1023;109476 1052;109605 1059;109608 1076;109610 1050;109611 1015;109612 1058;109613 1070;109614 1121;109615 995;109617 1067;109618 1080;109619 980;109594 1100;109596 1052;109517 1060;109598 1060;109599 1034
data,1241511900,848809.0;30235.0;849429.0;33317.0;807719.0;32296.0;1.10113053918;1.1225054036,1918.0 76.0 109601;1528.0 75.0 109603;64429.0 1844.0 109476;1762.0 106.0 109605;1533.0 60.0 109608;1136.0 43.0 109610;774.0 39.0 109611;677.0 43.0 109612;1126.0 18.0 109613;836.0 47.0 109614;5585.0 168.0 109517;896.0 51.0 109617;638.0 19.0 109618;298.0 5.0 109619;2906.0 137.0 109594;1044.0 45.0 109615;2628.0 127.0 109596;2224.0 100.0 109598;2151.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1088;109476 1054;109605 1127;109608 999;109610 1076;109611 1021;109612 1056;109613 1053;109614 978;109517 1056;109617 1026;109618 1092;109619 1021;109594 1093;109615 1024;109596 1051;109598 1056;109599 1070
data,1241512500,849834.0;30251.0;850434.0;33335.0;808757.0;32321.0;1.10116959506;1.12269322867,1931.0 76.0 109601;1537.0 76.0 109603;65181.0 1853.0 109476;1145.0 18.0 109613;1545.0 61.0 109608;1155.0 43.0 109610;792.0 40.0 109611;691.0 44.0 109612;5598.0 168.0 109517;846.0 48.0 109614;1056.0 45.0 109615;909.0 52.0 109617;651.0 19.0 109618;316.0 7.0 109619;2918.0 137.0 109594;2637.0 127.0 109596;1777.0 106.0 109605;2239.0 101.0 109598;2170.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1017;109603 1089;109476 1080;109613 1053;109608 1015;109610 1047;109611 1055;109612 1052;109517 1093;109614 1049;109615 1101;109617 1003;109618 1081;109619 1034;109594 1067;109596 1054;109605 1000;109598 1032;109599 1078
data,1241513400,850899.0;30278.0;851454.0;33349.0;809809.0;32343.0;1.10070883972;1.1224022543,1950.0 77.0 109601;1555.0 76.0 109603;65895.0 1863.0 109476;1792.0 106.0 109605;1563.0 61.0 109608;5620.0 169.0 109517;813.0 40.0 109611;708.0 44.0 109612;1158.0 18.0 109613;857.0 48.0 109614;1076.0 45.0 109615;927.0 52.0 109617;672.0 20.0 109618;330.0 7.0 109619;2937.0 137.0 109594;2650.0 128.0 109596;1169.0 43.0 109610;2256.0 101.0 109598;2186.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1070;109603 1042;109476 1005;109605 968;109608 1092;109517 1080;109611 1067;109612 1083;109613 1025;109614 1034;109615 1092;109617 1017;109618 1075;109619 1049;109594 1068;109596 1046;109610 1036;109598 1077;109599 1074
data,1241514300,851902.0;30299.0;852494.0;33368.0;810869.0;32372.0;1.10052569914;1.12248404599,1964.0 77.0 109601;1569.0 77.0 109603;66625.0 1876.0 109476;1810.0 106.0 109605;1582.0 63.0 109608;1190.0 43.0 109610;836.0 41.0 109611;730.0 45.0 109612;5630.0 169.0 109517;870.0 48.0 109614;1174.0 18.0 109613;944.0 52.0 109617;693.0 20.0 109618;347.0 7.0 109619;2952.0 138.0 109594;1091.0 45.0 109615;2676.0 128.0 109596;2269.0 101.0 109598;2202.0 98.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1040;109603 1056;109476 1024;109605 985;109608 1061;109610 1065;109611 1087;109612 1100;109517 988;109614 1046;109613 1066;109617 1133;109618 1015;109619 1005;109594 1047;109615 1057;109596 1094;109598 1045;109599 1086
