
New Run at  01/27/2015 03:22:05
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,1344513.0;49286.0;1346725.0;56112.0;1276373.0;51271.0;1.13662776175;1.09581089094,1566.0 41.0 109680;3885.0 151.0 109666;4096.0 82.0 109667;3898.0 142.0 109668;3426.0 223.0 109670;5225.0 68.0 109660;2546.0 119.0 109674;2018.0 141.0 109676;1805.0 38.0 109678;1601.0 68.0 109679;2652.0 40.0 109648;1205.0 40.0 109681;1007.0 46.0 109682;27792.0 1177.0 109635;14000.0 541.0 109652;7424.0 272.0 109656;635.0 21.0 109683;13382.0 331.0 109628;5167.0 198.0 109661;5022.0 218.0 109663,109648.0 14595;109666.0 14595;109635.0 14595;109668.0 14595;109670.0 14595;109628.0 14595;109674.0 14595;109676.0 14595;109678.0 14595;109679.0 14595;109680.0 14595;109681.0 14595;109682.0 14595;109683.0 14595;109652.0 14595;109656.0 14595;109667.0 14595;109660.0 14595;109661.0 14595;109663.0 14595,109680 783;109666 751;109667 741;109668 696;109670 734;109660 728;109674 757;109676 744;109678 737;109679 746;109648 738;109681 686;109682 698;109635 710;109652 747;109656 657;109683 747;109628 755;109661 713;109663 727
data,1241680500,1345541.0;49308.0;1347745.0;56129.0;1277359.0;51300.0;1.13647300415;1.09593284076,1626.0 41.0 109680;3948.0 151.0 109666;4131.0 82.0 109667;3985.0 143.0 109668;3481.0 227.0 109670;13420.0 331.0 109628;2638.0 122.0 109674;2059.0 143.0 109676;1852.0 38.0 109678;1646.0 68.0 109679;2716.0 42.0 109648;1246.0 40.0 109681;1057.0 48.0 109682;697.0 22.0 109683;14045.0 541.0 109652;27831.0 1178.0 109635;7455.0 272.0 109656;5259.0 68.0 109660;5204.0 199.0 109661;5076.0 218.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 982;109666 1038;109667 989;109668 987;109670 973;109628 993;109674 999;109676 973;109678 1022;109679 987;109648 1044;109681 957;109682 960;109683 1014;109652 1019;109635 1047;109656 982;109660 978;109661 967;109663 1089
data,1241681400,1346530.0;49326.0;1348749.0;56149.0;1278319.0;51323.0;1.13645181197;1.0960059845,1687.0 45.0 109680;3993.0 151.0 109666;4176.0 82.0 109667;4058.0 146.0 109668;3582.0 232.0 109670;13471.0 332.0 109628;2729.0 123.0 109674;2101.0 144.0 109676;1892.0 38.0 109678;1678.0 69.0 109679;2765.0 42.0 109648;1286.0 41.0 109681;1103.0 49.0 109682;27870.0 1179.0 109635;14081.0 541.0 109652;7491.0 272.0 109656;756.0 22.0 109683;5300.0 69.0 109660;5238.0 199.0 109661;5119.0 218.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1002;109666 985;109667 982;109668 965;109670 1033;109628 1063;109674 1053;109676 1010;109678 974;109679 977;109648 1019;109681 1026;109682 943;109635 981;109652 965;109656 1024;109683 1015;109660 1043;109661 946;109663 994
data,1241682000,1347506.0;49344.0;1349774.0;56183.0;1279313.0;51351.0;1.13668524555;1.09614611235,2809.0 43.0 109648;4036.0 152.0 109666;27905.0 1181.0 109635;4132.0 148.0 109668;3753.0 243.0 109670;13517.0 334.0 109628;2784.0 125.0 109674;2156.0 147.0 109676;1922.0 38.0 109678;1712.0 69.0 109679;1767.0 47.0 109680;1315.0 41.0 109681;1160.0 50.0 109682;4223.0 84.0 109667;14112.0 541.0 109652;7537.0 273.0 109656;793.0 22.0 109683;5337.0 70.0 109660;5269.0 200.0 109661;5162.0 220.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1049;109666 970;109635 1049;109668 985;109670 1023;109628 1002;109674 966;109676 949;109678 996;109679 979;109680 929;109681 1027;109682 1008;109667 1023;109652 1019;109656 1032;109683 1012;109660 962;109661 1000;109663 1020
data,1241682900,1348490.0;49372.0;1350825.0;56214.0;1280377.0;51367.0;1.13661245203;1.09575471485,2841.0 43.0 109648;4072.0 153.0 109666;27949.0 1182.0 109635;4177.0 148.0 109668;4051.0 263.0 109670;5372.0 70.0 109660;2843.0 128.0 109674;2195.0 147.0 109676;1963.0 39.0 109678;1749.0 69.0 109679;1811.0 47.0 109680;1345.0 41.0 109681;1196.0 51.0 109682;4265.0 84.0 109667;14158.0 541.0 109652;7583.0 273.0 109656;828.0 23.0 109683;13557.0 334.0 109628;5304.0 201.0 109661;5193.0 222.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 998;109666 1003;109635 999;109668 973;109670 1030;109660 968;109674 978;109676 935;109678 1005;109679 1053;109680 1012;109681 1024;109682 953;109667 1007;109652 1019;109656 1044;109683 927;109628 1040;109661 1025;109663 1007
data,1241683500,1349509.0;49389.0;1351885.0;56233.0;1281342.0;51388.0;1.13657227154;1.09582752805,2881.0 43.0 109648;4108.0 153.0 109666;27992.0 1183.0 109635;4215.0 148.0 109668;4407.0 273.0 109670;5407.0 71.0 109660;2893.0 129.0 109674;2226.0 147.0 109676;1994.0 39.0 109678;1784.0 69.0 109679;1843.0 48.0 109680;1385.0 41.0 109681;1237.0 51.0 109682;4306.0 84.0 109667;14189.0 544.0 109652;7622.0 275.0 109656;858.0 23.0 109683;13596.0 334.0 109628;5341.0 201.0 109661;5228.0 222.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 990;109666 953;109635 1070;109668 992;109670 1007;109660 971;109674 992;109676 1066;109678 1043;109679 1001;109680 1025;109681 962;109682 1033;109667 1019;109652 896;109656 1023;109683 960;109628 1022;109661 992;109663 983
data,1241684400,1350500.0;49407.0;1352867.0;56256.0;1282356.0;51413.0;1.1366319248;1.09589877688,2923.0 44.0 109648;4143.0 153.0 109666;28028.0 1185.0 109635;4231.0 148.0 109668;4714.0 283.0 109670;13633.0 335.0 109628;2931.0 129.0 109674;2254.0 148.0 109676;2025.0 40.0 109678;1821.0 70.0 109679;1888.0 48.0 109680;1424.0 41.0 109681;1262.0 52.0 109682;905.0 24.0 109683;14219.0 545.0 109652;7647.0 275.0 109656;4341.0 85.0 109667;5446.0 72.0 109660;5383.0 202.0 109661;5276.0 222.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1026;109666 974;109635 973;109668 981;109670 987;109628 989;109674 1019;109676 1028;109678 1018;109679 994;109680 970;109681 1003;109682 990;109683 1017;109652 964;109656 966;109667 991;109660 991;109661 1026;109663 1093
data,1241685300,1351510.0;49426.0;1353891.0;56282.0;1283382.0;51431.0;1.13670983913;1.09580385367,2964.0 46.0 109648;4183.0 154.0 109666;4375.0 85.0 109667;4261.0 149.0 109668;5057.0 295.0 109670;13672.0 335.0 109628;2968.0 130.0 109674;2282.0 149.0 109676;2068.0 41.0 109678;1855.0 72.0 109679;1914.0 49.0 109680;1463.0 42.0 109681;1297.0 53.0 109682;28070.0 1185.0 109635;14254.0 545.0 109652;7674.0 275.0 109656;952.0 25.0 109683;5474.0 73.0 109660;5419.0 202.0 109661;5316.0 222.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 972;109666 1052;109667 973;109668 1049;109670 1057;109628 953;109674 1049;109676 975;109678 998;109679 1029;109680 992;109681 1020;109682 960;109635 998;109652 974;109656 1027;109683 984;109660 984;109661 963;109663 991
data,1241686200,1352460.0;49441.0;1354897.0;56300.0;1284398.0;51445.0;1.13668282199;1.09567243064,1940.0 49.0 109680;4220.0 154.0 109666;28113.0 1188.0 109635;4291.0 149.0 109668;5413.0 301.0 109670;13692.0 336.0 109628;3008.0 130.0 109674;2317.0 151.0 109676;2107.0 41.0 109678;1887.0 73.0 109679;2997.0 46.0 109648;1492.0 42.0 109681;1334.0 53.0 109682;980.0 25.0 109683;14299.0 545.0 109652;7715.0 277.0 109656;4409.0 86.0 109667;5513.0 74.0 109660;5445.0 202.0 109661;5352.0 223.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 998;109666 1020;109635 985;109668 982;109670 1020;109628 999;109674 974;109676 982;109678 986;109679 1035;109648 970;109681 971;109682 1049;109683 950;109652 1055;109656 1055;109667 936;109660 1033;109661 988;109663 1012
data,1241686800,1353475.0;49457.0;1355916.0;56327.0;1285408.0;51465.0;1.13685821644;1.09570450658,1979.0 49.0 109680;4256.0 157.0 109666;28174.0 1188.0 109635;4328.0 149.0 109668;5740.0 312.0 109670;13723.0 337.0 109628;3045.0 132.0 109674;2358.0 153.0 109676;2145.0 41.0 109678;1922.0 73.0 109679;3035.0 46.0 109648;1530.0 42.0 109681;1361.0 53.0 109682;1019.0 25.0 109683;14325.0 546.0 109652;7739.0 277.0 109656;4444.0 88.0 109667;5553.0 74.0 109660;5484.0 205.0 109661;5383.0 225.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1013;109666 1007;109635 1061;109668 960;109670 961;109628 1015;109674 976;109676 1027;109678 1023;109679 985;109648 977;109681 1005;109682 994;109683 1019;109652 1002;109656 965;109667 1003;109660 1001;109661 966;109663 1040
