
New Run at  02/23/2015 12:57:47
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,587024.0;20318.0;567469.0;20724.0;1.05513090397,8454.0 125.0 109536;18144.0 697.0 109572;4610.0 162.0 109574;4177.0 169.0 109575;10067.0 438.0 109576;2412.0 77.0 109577;4702.0 117.0 109578;5241.0 181.0 109580;2263.0 79.0 109517;11174.0 637.0 109582;5310.0 199.0 109581;12071.0 585.0 109584;1406.0 46.0 109585;17645.0 246.0 109586;12223.0 196.0 109587;2361.0 50.0 109588;2053.0 33.0 109589;11932.0 489.0 109476;3096.0 64.0 109583;12862.0 503.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,588064.0;20337.0;568474.0;20741.0;1.05501051984,8465.0 125.0 109536;11941.0 489.0 109476;4627.0 163.0 109574;4196.0 169.0 109575;10080.0 438.0 109576;2431.0 77.0 109577;4713.0 117.0 109578;5261.0 182.0 109580;5324.0 199.0 109581;11191.0 637.0 109582;3112.0 64.0 109583;12088.0 585.0 109584;1425.0 46.0 109585;17658.0 246.0 109586;12238.0 196.0 109587;2878.0 60.0 109588;2263.0 37.0 109589;12875.0 503.0 109524;2279.0 80.0 109517;18163.0 697.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,589025.0;20349.0;569506.0;20754.0;1.0548583977,8475.0 125.0 109536;18184.0 697.0 109572;4646.0 163.0 109574;4211.0 169.0 109575;10102.0 439.0 109576;2441.0 77.0 109577;4726.0 118.0 109578;5279.0 182.0 109580;5336.0 199.0 109581;11203.0 637.0 109582;2293.0 80.0 109517;12105.0 585.0 109584;1437.0 47.0 109585;17674.0 246.0 109586;12253.0 196.0 109587;12891.0 503.0 109524;2480.0 38.0 109589;3422.0 66.0 109588;3130.0 65.0 109583;11952.0 491.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,590010.0;20363.0;570530.0;20769.0;1.05476257513,8490.0 125.0 109536;18195.0 697.0 109572;4663.0 163.0 109574;4222.0 169.0 109575;10115.0 439.0 109576;2451.0 78.0 109577;4740.0 118.0 109578;5291.0 183.0 109580;2305.0 80.0 109517;11212.0 637.0 109582;3139.0 65.0 109583;12117.0 585.0 109584;1446.0 49.0 109585;17699.0 246.0 109586;12272.0 196.0 109587;4002.0 72.0 109588;2669.0 41.0 109589;12908.0 505.0 109524;11972.0 491.0 109476;5356.0 199.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,590996.0;20376.0;571510.0;20791.0;1.05515716921,8512.0 125.0 109536;18206.0 697.0 109572;4685.0 163.0 109574;4234.0 169.0 109575;10132.0 440.0 109576;2465.0 78.0 109577;4749.0 119.0 109578;5307.0 183.0 109580;5371.0 199.0 109581;11227.0 637.0 109582;3157.0 65.0 109583;12127.0 585.0 109584;1469.0 50.0 109585;17717.0 246.0 109586;12287.0 196.0 109587;4417.0 83.0 109588;2945.0 48.0 109589;12927.0 506.0 109524;11990.0 491.0 109476;2320.0 80.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,591988.0;20394.0;572500.0;20801.0;1.05467635939,8526.0 125.0 109536;18219.0 698.0 109572;4703.0 163.0 109574;4245.0 169.0 109575;10144.0 440.0 109576;2487.0 78.0 109577;4766.0 119.0 109578;5324.0 183.0 109580;5384.0 200.0 109581;11244.0 637.0 109582;3177.0 65.0 109583;12138.0 585.0 109584;1480.0 50.0 109585;17729.0 246.0 109586;12306.0 196.0 109587;12940.0 506.0 109524;3272.0 52.0 109589;4814.0 87.0 109588;11998.0 491.0 109476;2338.0 80.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,592978.0;20415.0;573528.0;20819.0;1.05437338958,8537.0 125.0 109536;18233.0 699.0 109572;4728.0 163.0 109574;4256.0 170.0 109575;10162.0 441.0 109576;2505.0 78.0 109577;4780.0 119.0 109578;5343.0 184.0 109580;2356.0 81.0 109517;11261.0 637.0 109582;3188.0 65.0 109583;12153.0 585.0 109584;1494.0 50.0 109585;17741.0 246.0 109586;12328.0 196.0 109587;12949.0 506.0 109524;3518.0 53.0 109589;5310.0 96.0 109588;12017.0 492.0 109476;5403.0 202.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
data,1241425800,594006.0;20421.0;574533.0;20835.0;1.05485399625,8555.0 125.0 109536;12037.0 493.0 109476;4737.0 163.0 109574;4263.0 171.0 109575;10173.0 442.0 109576;2521.0 78.0 109577;4804.0 119.0 109578;5367.0 185.0 109580;2368.0 82.0 109517;11284.0 637.0 109582;3207.0 65.0 109583;12169.0 585.0 109584;1512.0 51.0 109585;17756.0 246.0 109586;12346.0 197.0 109587;5888.0 102.0 109588;3655.0 56.0 109589;18247.0 699.0 109572;12965.0 506.0 109524;5413.0 202.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1037;109476 1024;109574 976;109575 992;109576 1021;109577 1021;109578 1014;109580 1042;109517 985;109582 951;109583 937;109584 1008;109585 1006;109586 1070;109587 1014;109588 961;109589 964;109572 992;109524 991;109581 994
data,1241426700,594976.0;20437.0;575561.0;20855.0;1.05487533639,8568.0 125.0 109536;18264.0 699.0 109572;4754.0 164.0 109574;4276.0 171.0 109575;10186.0 442.0 109576;2534.0 78.0 109577;4817.0 119.0 109578;5377.0 186.0 109580;2377.0 82.0 109517;11298.0 637.0 109582;3227.0 65.0 109583;12183.0 585.0 109584;1528.0 51.0 109585;17764.0 246.0 109586;12356.0 197.0 109587;12985.0 507.0 109524;3749.0 57.0 109589;6570.0 116.0 109588;12053.0 495.0 109476;5429.0 202.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 985;109574 964;109575 957;109576 990;109577 1024;109578 961;109580 969;109517 992;109582 1053;109583 1043;109584 1044;109585 994;109586 1002;109587 1000;109524 1012;109589 999;109588 1008;109476 1020;109581 979
data,1241427600,595981.0;20445.0;576532.0;20862.0;1.05481870679,8583.0 125.0 109536;18280.0 699.0 109572;4767.0 164.0 109574;4296.0 172.0 109575;5440.0 202.0 109581;2554.0 78.0 109577;4833.0 119.0 109578;5388.0 186.0 109580;2393.0 82.0 109517;11308.0 637.0 109582;3244.0 65.0 109583;12200.0 585.0 109584;1543.0 51.0 109585;17772.0 246.0 109586;12377.0 197.0 109587;7198.0 120.0 109588;3824.0 58.0 109589;10193.0 442.0 109576;13001.0 508.0 109524;12072.0 495.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1049;109572 1017;109574 1002;109575 994;109581 963;109577 1012;109578 991;109580 1053;109517 1012;109582 944;109583 994;109584 993;109585 985;109586 972;109587 996;109588 968;109589 1039;109576 1002;109524 1016;109476 998
