
New Run at  02/25/2015 10:51:55
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241248200,221771.0;9166.0;222883.0;11434.0;1.24121251261,1267.0 20.0 109536;1155.0 39.0 109542;42505.0 1908.0 109510;917.0 14.0 109543;767.0 36.0 109544;1065.0 49.0 109417;693.0 19.0 109546;646.0 24.0 109547;602.0 10.0 109548;352.0 5.0 109550;100.0 2.0 109552;2186.0 95.0 109524;2121.0 131.0 109525;675.0 14.0 109545;1830.0 63.0 109529;1677.0 65.0 109530;1435.0 61.0 109531;1435.0 34.0 109533;1483.0 65.0 109534,109536.0 18008;109542.0 18008;109510.0 18008;109543.0 18008;109544.0 18008;109417.0 18008;109546.0 18008;109547.0 18008;109548.0 18008;109550.0 18008;109552.0 18008;109524.0 18008;109525.0 18008;109545.0 18008;109529.0 18008;109530.0 18008;109531.0 18008;109533.0 18008;109534.0 18008,109536 951;109542 942;109510 954;109543 975;109544 1019;109417 902;109546 948;109547 912;109548 968;109550 914;109552 945;109524 957;109525 890;109545 957;109529 954;109530 953;109531 979;109533 974;109534 914
data,1241249100,222832.0;9188.0;223966.0;11473.0;1.24237147585,1290.0 21.0 109536;1170.0 39.0 109542;43275.0 1939.0 109510;927.0 14.0 109543;786.0 37.0 109544;1084.0 49.0 109417;710.0 19.0 109546;664.0 25.0 109547;623.0 10.0 109548;367.0 5.0 109550;121.0 3.0 109552;2202.0 97.0 109524;2136.0 132.0 109525;694.0 14.0 109545;1853.0 63.0 109529;1696.0 66.0 109530;1455.0 61.0 109531;1448.0 34.0 109533;1493.0 65.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1083;109542 1084;109510 1079;109543 1024;109544 1066;109417 1008;109546 1052;109547 1077;109548 1011;109550 1087;109552 1075;109524 1034;109525 1041;109545 1051;109529 1033;109530 1098;109531 1027;109533 980;109534 1090
data,1241249700,223907.0;9217.0;225024.0;11508.0;1.2423646812,1309.0 21.0 109536;44001.0 1969.0 109510;1190.0 39.0 109542;940.0 14.0 109543;811.0 37.0 109544;1098.0 49.0 109417;730.0 19.0 109546;681.0 25.0 109547;639.0 11.0 109548;391.0 6.0 109550;135.0 3.0 109552;2220.0 98.0 109524;2155.0 133.0 109525;716.0 14.0 109545;1873.0 63.0 109529;1718.0 66.0 109530;1470.0 61.0 109531;1464.0 34.0 109533;1511.0 66.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1045;109510 1043;109542 1069;109543 989;109544 1076;109417 1118;109546 1088;109547 1085;109548 1051;109550 1069;109552 1027;109524 1021;109525 993;109545 1018;109529 1023;109530 1029;109531 1103;109533 1086;109534 1067
data,1241250900,224944.0;9242.0;226081.0;11530.0;1.24129124203,1328.0 22.0 109536;44728.0 1986.0 109510;1201.0 39.0 109542;957.0 14.0 109543;827.0 37.0 109544;740.0 15.0 109545;753.0 19.0 109546;698.0 25.0 109547;664.0 12.0 109548;411.0 6.0 109550;151.0 3.0 109552;2240.0 99.0 109524;2169.0 134.0 109525;1112.0 49.0 109417;1896.0 63.0 109529;1737.0 66.0 109530;1491.0 61.0 109531;1485.0 34.0 109533;1521.0 66.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1095;109510 1020;109542 1027;109543 1046;109544 1019;109545 1048;109546 1090;109547 1012;109548 1054;109550 1034;109552 1038;109524 1086;109525 1119;109417 1082;109529 1052;109530 1036;109531 1039;109533 1072;109534 1031
data,1241251800,225926.0;9262.0;227153.0;11557.0;1.24104655387,1340.0 22.0 109536;45502.0 2007.0 109510;1221.0 39.0 109542;975.0 14.0 109543;841.0 37.0 109544;1123.0 49.0 109417;764.0 19.0 109546;713.0 25.0 109547;679.0 12.0 109548;430.0 8.0 109550;168.0 3.0 109552;2258.0 99.0 109524;2188.0 134.0 109525;762.0 16.0 109545;1918.0 63.0 109529;1753.0 68.0 109530;1508.0 62.0 109531;1501.0 34.0 109533;1537.0 66.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1003;109510 1089;109542 1044;109543 1095;109544 1018;109417 991;109546 1053;109547 1047;109548 1056;109550 1020;109552 1055;109524 1060;109525 1022;109545 1121;109529 1073;109530 1078;109531 1079;109533 1045;109534 1051
data,1241252700,226994.0;9279.0;228191.0;11581.0;1.24154010571,1355.0 22.0 109536;46245.0 2022.0 109510;1239.0 40.0 109542;994.0 15.0 109543;862.0 37.0 109544;776.0 16.0 109545;784.0 19.0 109546;728.0 25.0 109547;691.0 12.0 109548;442.0 9.0 109550;181.0 5.0 109552;2277.0 99.0 109524;2205.0 136.0 109525;1146.0 49.0 109417;1932.0 63.0 109529;1766.0 68.0 109530;1524.0 62.0 109531;1517.0 34.0 109533;1555.0 68.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1016;109542 1027;109543 1048;109544 1074;109545 1089;109546 1061;109547 1031;109548 1004;109550 1052;109552 1004;109524 1116;109525 1070;109417 1050;109529 1073;109530 1066;109531 1059;109533 1056;109534 1070
data,1241253600,228031.0;9308.0;229239.0;11615.0;1.24127562165,1371.0 22.0 109536;1248.0 40.0 109542;47017.0 2051.0 109510;1005.0 15.0 109543;883.0 38.0 109544;1158.0 49.0 109417;803.0 20.0 109546;746.0 25.0 109547;709.0 12.0 109548;457.0 9.0 109550;200.0 5.0 109552;2290.0 99.0 109524;2218.0 137.0 109525;788.0 16.0 109545;1951.0 63.0 109529;1780.0 69.0 109530;1541.0 62.0 109531;1535.0 34.0 109533;1567.0 69.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1076;109542 1071;109510 1070;109543 1106;109544 1054;109417 1009;109546 1092;109547 1110;109548 1034;109550 1036;109552 988;109524 1027;109525 1056;109545 1014;109529 1051;109530 1042;109531 1057;109533 1029;109534 1078
data,1241254800,229073.0;9329.0;230326.0;11647.0;1.2416806707,1390.0 23.0 109536;1268.0 42.0 109542;47828.0 2072.0 109510;1018.0 15.0 109543;895.0 38.0 109544;798.0 16.0 109545;821.0 22.0 109546;760.0 26.0 109547;721.0 12.0 109548;469.0 10.0 109550;215.0 5.0 109552;2303.0 99.0 109524;2233.0 138.0 109525;1178.0 49.0 109417;1965.0 64.0 109529;1796.0 69.0 109530;1561.0 62.0 109531;1550.0 34.0 109533;1585.0 71.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1055;109542 1071;109510 1104;109543 1048;109544 1010;109545 1039;109546 1026;109547 1058;109548 1031;109550 1049;109552 1093;109524 1070;109525 1081;109417 1097;109529 1013;109530 1013;109531 1014;109533 1093;109534 1035
data,1241255700,230148.0;9355.0;231394.0;11673.0;1.24106293477,1409.0 23.0 109536;48600.0 2096.0 109510;1282.0 42.0 109542;1028.0 15.0 109543;915.0 38.0 109544;812.0 16.0 109545;835.0 22.0 109546;779.0 26.0 109547;741.0 12.0 109548;489.0 11.0 109550;227.0 5.0 109552;2318.0 99.0 109524;2245.0 138.0 109525;1192.0 49.0 109417;1986.0 64.0 109529;1820.0 70.0 109530;1571.0 62.0 109531;1574.0 34.0 109533;1599.0 71.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1070;109510 1074;109542 1094;109543 1001;109544 1103;109545 1100;109546 1042;109547 1072;109548 1019;109550 1072;109552 1074;109524 1084;109525 1067;109417 1057;109529 999;109530 1034;109531 1003;109533 1032;109534 1003
data,1241256900,231085.0;9372.0;232423.0;11696.0;1.24078842377,1425.0 23.0 109536;49332.0 2113.0 109510;1294.0 42.0 109542;1047.0 15.0 109543;932.0 38.0 109544;829.0 16.0 109545;849.0 22.0 109546;791.0 26.0 109547;762.0 12.0 109548;512.0 11.0 109550;243.0 6.0 109552;2330.0 100.0 109524;2269.0 138.0 109525;1204.0 50.0 109417;2003.0 64.0 109529;1830.0 70.0 109530;1591.0 63.0 109531;1590.0 35.0 109533;1618.0 72.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1031;109510 1041;109542 1059;109543 1103;109544 1042;109545 1028;109546 1009;109547 1052;109548 1064;109550 1080;109552 1016;109524 1050;109525 1096;109417 1072;109529 1067;109530 1067;109531 1011;109533 1070;109534 1042
