
New Run at  02/25/2015 11:50:59
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241507400,845233.0;30255.0;847756.0;33534.0;1.10508014295,1825.0 56.0 109601;1503.0 91.0 109603;59696.0 1771.0 109476;1601.0 115.0 109605;1422.0 54.0 109608;990.0 29.0 109610;674.0 21.0 109611;569.0 38.0 109612;5473.0 177.0 109517;761.0 55.0 109614;951.0 17.0 109613;794.0 50.0 109617;515.0 12.0 109618;194.0 8.0 109619;2816.0 121.0 109594;978.0 57.0 109615;2420.0 126.0 109596;2248.0 88.0 109598;2031.0 84.0 109599,109601.0 19389;109603.0 19389;109476.0 19389;109605.0 19389;109608.0 19389;109610.0 19389;109611.0 19389;109612.0 19389;109613.0 19389;109614.0 19389;109517.0 19389;109617.0 19389;109618.0 19389;109619.0 19389;109594.0 19389;109615.0 19389;109596.0 19389;109598.0 19389;109599.0 19389,109601 1028;109603 1017;109476 957;109605 1040;109608 999;109610 1044;109611 1017;109612 1138;109517 1087;109614 1078;109613 968;109617 1048;109618 972;109619 1018;109594 1044;109615 936;109596 1009;109598 1051;109599 938
data,1241508000,846311.0;30284.0;848805.0;33551.0;1.10462352481,1844.0 57.0 109601;1517.0 91.0 109603;60462.0 1781.0 109476;1617.0 116.0 109605;1435.0 54.0 109608;1002.0 29.0 109610;689.0 21.0 109611;588.0 40.0 109612;5493.0 177.0 109517;780.0 55.0 109614;968.0 17.0 109613;810.0 51.0 109617;536.0 12.0 109618;213.0 8.0 109619;2827.0 122.0 109594;997.0 57.0 109615;2430.0 126.0 109596;2261.0 89.0 109598;2041.0 84.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1035;109603 995;109476 1068;109605 1036;109608 999;109610 1051;109611 997;109612 1059;109517 1032;109614 1071;109613 1104;109617 1053;109618 1056;109619 1090;109594 1089;109615 1044;109596 1132;109598 1042;109599 1047
data,1241508600,847280.0;30308.0;849844.0;33579.0;1.1045826627,1861.0 57.0 109601;1527.0 91.0 109603;61212.0 1801.0 109476;1633.0 118.0 109605;1453.0 54.0 109608;1020.0 29.0 109610;699.0 21.0 109611;612.0 43.0 109612;5511.0 177.0 109517;791.0 56.0 109614;1008.0 57.0 109615;984.0 17.0 109613;825.0 51.0 109617;557.0 12.0 109618;230.0 9.0 109619;2847.0 122.0 109594;2449.0 127.0 109596;2275.0 89.0 109598;2055.0 84.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1010;109603 1071;109476 1055;109605 1084;109608 1025;109610 1063;109611 1057;109612 1041;109517 1018;109614 1033;109615 1042;109613 1064;109617 1057;109618 1054;109619 1036;109594 1099;109596 1048;109598 1048;109599 1095
data,1241509500,848342.0;30335.0;850886.0;33596.0;1.10418835829,1874.0 57.0 109601;1547.0 91.0 109603;61983.0 1815.0 109476;1653.0 118.0 109605;1469.0 55.0 109608;1034.0 29.0 109610;711.0 21.0 109611;630.0 43.0 109612;996.0 17.0 109613;807.0 56.0 109614;1019.0 57.0 109615;841.0 51.0 109617;567.0 12.0 109618;246.0 10.0 109619;2861.0 122.0 109594;2466.0 127.0 109596;5528.0 177.0 109517;2286.0 89.0 109598;2073.0 85.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1046;109603 1084;109476 1080;109605 1096;109608 1080;109610 1072;109611 1049;109612 1093;109613 1061;109614 1052;109615 998;109617 1074;109618 1021;109619 1064;109594 1008;109596 1020;109517 1049;109598 1024;109599 1029
data,1241510100,849383.0;30356.0;851938.0;33619.0;1.1041696904,1884.0 57.0 109601;1562.0 91.0 109603;62734.0 1833.0 109476;1669.0 118.0 109605;1484.0 55.0 109608;1052.0 30.0 109610;726.0 21.0 109611;647.0 43.0 109612;1015.0 17.0 109613;828.0 57.0 109614;1041.0 58.0 109615;862.0 51.0 109617;585.0 12.0 109618;257.0 11.0 109619;2881.0 122.0 109594;2480.0 128.0 109596;5542.0 177.0 109517;2302.0 89.0 109598;2092.0 85.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1092;109476 1045;109605 1125;109608 1048;109610 1040;109611 1075;109612 979;109613 1041;109614 1041;109615 1026;109617 1044;109618 1035;109619 1063;109594 1076;109596 1026;109517 1086;109598 1034;109599 1065
data,1241511000,850437.0;30369.0;852966.0;33637.0;1.10432572813,1903.0 57.0 109601;1579.0 91.0 109603;63482.0 1847.0 109476;1682.0 118.0 109605;1495.0 55.0 109608;1061.0 30.0 109610;740.0 21.0 109611;666.0 43.0 109612;1033.0 18.0 109613;846.0 58.0 109614;1053.0 58.0 109615;883.0 52.0 109617;602.0 12.0 109618;269.0 11.0 109619;2898.0 123.0 109594;2498.0 128.0 109596;5560.0 177.0 109517;2321.0 89.0 109598;2100.0 85.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1048;109603 1023;109476 1052;109605 1059;109608 1076;109610 1050;109611 1015;109612 1058;109613 1070;109614 1121;109615 995;109617 1067;109618 1080;109619 980;109594 1100;109596 1052;109517 1060;109598 1060;109599 1034
data,1241511900,851491.0;30387.0;853989.0;33651.0;1.10417506127,1917.0 58.0 109601;1597.0 91.0 109603;64224.0 1853.0 109476;1695.0 118.0 109605;1507.0 56.0 109608;1071.0 30.0 109610;759.0 21.0 109611;682.0 44.0 109612;1049.0 18.0 109613;860.0 60.0 109614;5580.0 177.0 109517;900.0 52.0 109617;626.0 12.0 109618;279.0 11.0 109619;2915.0 123.0 109594;1070.0 58.0 109615;2511.0 129.0 109596;2330.0 89.0 109598;2122.0 87.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1088;109476 1054;109605 1127;109608 999;109610 1076;109611 1021;109612 1056;109613 1053;109614 978;109517 1056;109617 1026;109618 1092;109619 1021;109594 1093;109615 1024;109596 1051;109598 1056;109599 1070
data,1241512500,852527.0;30405.0;855051.0;33672.0;1.10418038512,1931.0 60.0 109601;1613.0 91.0 109603;64988.0 1866.0 109476;1069.0 19.0 109613;1522.0 56.0 109608;1088.0 30.0 109610;770.0 21.0 109611;697.0 44.0 109612;5601.0 177.0 109517;876.0 62.0 109614;1086.0 58.0 109615;915.0 53.0 109617;647.0 12.0 109618;292.0 11.0 109619;2929.0 123.0 109594;2524.0 129.0 109596;1713.0 120.0 109605;2349.0 89.0 109598;2146.0 87.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1017;109603 1089;109476 1080;109613 1053;109608 1015;109610 1047;109611 1055;109612 1052;109517 1093;109614 1049;109615 1101;109617 1003;109618 1081;109619 1034;109594 1067;109596 1054;109605 1000;109598 1032;109599 1078
data,1241513400,853615.0;30432.0;856089.0;33689.0;1.10382632148,1944.0 60.0 109601;1632.0 92.0 109603;65709.0 1878.0 109476;1729.0 120.0 109605;1540.0 56.0 109608;5621.0 177.0 109517;793.0 21.0 109611;713.0 44.0 109612;1083.0 19.0 109613;888.0 63.0 109614;1100.0 58.0 109615;930.0 53.0 109617;672.0 13.0 109618;305.0 11.0 109619;2943.0 124.0 109594;2549.0 130.0 109596;1110.0 30.0 109610;2366.0 89.0 109598;2167.0 87.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1070;109603 1042;109476 1005;109605 968;109608 1092;109517 1080;109611 1067;109612 1083;109613 1025;109614 1034;109615 1092;109617 1017;109618 1075;109619 1049;109594 1068;109596 1046;109610 1036;109598 1077;109599 1074
data,1241514300,854661.0;30462.0;857120.0;33707.0;1.10335163995,1965.0 60.0 109601;1647.0 92.0 109603;66454.0 1889.0 109476;1743.0 121.0 109605;1552.0 56.0 109608;1126.0 31.0 109610;819.0 21.0 109611;732.0 46.0 109612;5636.0 177.0 109517;902.0 65.0 109614;1096.0 20.0 109613;946.0 53.0 109617;687.0 13.0 109618;317.0 11.0 109619;2961.0 124.0 109594;1114.0 58.0 109615;2566.0 130.0 109596;2380.0 89.0 109598;2182.0 87.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1040;109603 1056;109476 1024;109605 985;109608 1061;109610 1065;109611 1087;109612 1100;109517 988;109614 1046;109613 1066;109617 1133;109618 1015;109619 1005;109594 1047;109615 1057;109596 1094;109598 1045;109599 1086
