
New Run at  02/25/2015 14:09:24
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,588705.0;20572.0;589841.0;24342.0;1.18097990966,6466.0 70.0 109536;2061.0 69.0 109572;1676.0 63.0 109574;1668.0 54.0 109575;1622.0 52.0 109576;1482.0 43.0 109577;1405.0 25.0 109578;1279.0 45.0 109580;1902.0 58.0 109517;1122.0 39.0 109582;1185.0 52.0 109581;543.0 16.0 109584;823.0 30.0 109585;891.0 12.0 109586;290.0 3.0 109587;82.0 2.0 109588;89.0 0.0 109589;4448.0 147.0 109476;921.0 19.0 109583;202559.0 7335.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,589723.0;20591.0;590812.0;24370.0;1.18134527629,6479.0 70.0 109536;4463.0 147.0 109476;1690.0 63.0 109574;1683.0 55.0 109575;1635.0 53.0 109576;1497.0 43.0 109577;1422.0 26.0 109578;1294.0 46.0 109580;1201.0 52.0 109581;1135.0 40.0 109582;937.0 19.0 109583;559.0 17.0 109584;838.0 30.0 109585;903.0 12.0 109586;309.0 3.0 109587;96.0 2.0 109588;102.0 0.0 109589;203253.0 7355.0 109524;1913.0 58.0 109517;2076.0 71.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,590708.0;20610.0;591856.0;24379.0;1.1805780206,6499.0 70.0 109536;2088.0 72.0 109572;1703.0 63.0 109574;1695.0 55.0 109575;1656.0 53.0 109576;1511.0 43.0 109577;1436.0 26.0 109578;1316.0 46.0 109580;1218.0 52.0 109581;1150.0 40.0 109582;1932.0 58.0 109517;576.0 17.0 109584;855.0 30.0 109585;921.0 12.0 109586;323.0 3.0 109587;203984.0 7363.0 109524;117.0 0.0 109589;108.0 2.0 109588;962.0 19.0 109583;4479.0 147.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,591693.0;20621.0;592848.0;24405.0;1.18119652889,6510.0 70.0 109536;2106.0 72.0 109572;1724.0 64.0 109574;1713.0 55.0 109575;1673.0 53.0 109576;1524.0 43.0 109577;1450.0 26.0 109578;1332.0 46.0 109580;1945.0 58.0 109517;1172.0 40.0 109582;978.0 20.0 109583;597.0 18.0 109584;869.0 30.0 109585;933.0 12.0 109586;336.0 3.0 109587;125.0 2.0 109588;128.0 0.0 109589;204691.0 7386.0 109524;4483.0 147.0 109476;1232.0 52.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,592738.0;20634.0;593846.0;24425.0;1.18151728929,6524.0 70.0 109536;2122.0 73.0 109572;1737.0 65.0 109574;1727.0 55.0 109575;1692.0 53.0 109576;1538.0 43.0 109577;1461.0 26.0 109578;1345.0 46.0 109580;1246.0 52.0 109581;1183.0 41.0 109582;997.0 20.0 109583;609.0 18.0 109584;882.0 30.0 109585;950.0 12.0 109586;353.0 4.0 109587;146.0 2.0 109588;143.0 1.0 109589;205406.0 7401.0 109524;4496.0 147.0 109476;1962.0 58.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,593722.0;20645.0;594868.0;24450.0;1.18202458792,6531.0 70.0 109536;2142.0 73.0 109572;1757.0 66.0 109574;1739.0 55.0 109575;1707.0 53.0 109576;1553.0 44.0 109577;1477.0 26.0 109578;1359.0 46.0 109580;1268.0 52.0 109581;1196.0 42.0 109582;1011.0 20.0 109583;615.0 18.0 109584;899.0 30.0 109585;965.0 12.0 109586;367.0 4.0 109587;206161.0 7423.0 109524;157.0 1.0 109589;155.0 2.0 109588;4509.0 147.0 109476;1973.0 58.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,594721.0;20658.0;595896.0;24471.0;1.18224162932,6550.0 70.0 109536;2156.0 73.0 109572;1766.0 66.0 109574;1757.0 55.0 109575;1722.0 53.0 109576;1569.0 45.0 109577;1492.0 26.0 109578;1368.0 47.0 109580;1991.0 58.0 109517;1215.0 42.0 109582;1024.0 20.0 109583;639.0 19.0 109584;923.0 32.0 109585;976.0 12.0 109586;380.0 4.0 109587;206895.0 7439.0 109524;170.0 1.0 109589;170.0 2.0 109588;4521.0 147.0 109476;1285.0 52.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
data,1241425800,595709.0;20672.0;596888.0;24488.0;1.18225765296,6570.0 70.0 109536;4531.0 147.0 109476;1783.0 66.0 109574;1774.0 55.0 109575;1734.0 53.0 109576;1585.0 45.0 109577;1506.0 26.0 109578;1380.0 48.0 109580;2004.0 58.0 109517;1229.0 42.0 109582;1035.0 20.0 109583;657.0 19.0 109584;935.0 32.0 109585;995.0 12.0 109586;393.0 5.0 109587;179.0 2.0 109588;183.0 1.0 109589;2177.0 74.0 109572;207610.0 7453.0 109524;1301.0 52.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1037;109476 1024;109574 976;109575 992;109576 1021;109577 1021;109578 1014;109580 1042;109517 985;109582 951;109583 937;109584 1008;109585 1006;109586 1070;109587 1014;109588 961;109589 964;109572 992;109524 991;109581 994
data,1241426700,596645.0;20688.0;597928.0;24511.0;1.18225085489,6585.0 70.0 109536;2196.0 74.0 109572;1794.0 66.0 109574;1781.0 55.0 109575;1754.0 55.0 109576;1602.0 45.0 109577;1522.0 26.0 109578;1394.0 48.0 109580;2022.0 58.0 109517;1248.0 42.0 109582;1054.0 21.0 109583;668.0 19.0 109584;953.0 32.0 109585;1008.0 12.0 109586;412.0 5.0 109587;208350.0 7472.0 109524;200.0 1.0 109589;194.0 2.0 109588;4549.0 147.0 109476;1315.0 53.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 985;109574 964;109575 957;109576 990;109577 1024;109578 961;109580 969;109517 992;109582 1053;109583 1043;109584 1044;109585 994;109586 1002;109587 1000;109524 1012;109589 999;109588 1008;109476 1020;109581 979
data,1241427600,597617.0;20703.0;598970.0;24543.0;1.18280250996,6606.0 70.0 109536;2216.0 76.0 109572;1809.0 67.0 109574;1801.0 56.0 109575;1328.0 53.0 109581;1613.0 45.0 109577;1533.0 26.0 109578;1414.0 49.0 109580;2038.0 58.0 109517;1258.0 43.0 109582;1072.0 21.0 109583;680.0 20.0 109584;970.0 32.0 109585;1017.0 12.0 109586;424.0 5.0 109587;213.0 3.0 109588;225.0 1.0 109589;1770.0 56.0 109576;209096.0 7495.0 109524;4560.0 147.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1049;109572 1017;109574 1002;109575 994;109581 963;109577 1012;109578 991;109580 1053;109517 1012;109582 944;109583 994;109584 993;109585 985;109586 972;109587 996;109588 968;109589 1039;109576 1002;109524 1016;109476 998
data,1241428500,598596.0;20722.0;599965.0;24557.0;1.18236491859,6622.0 70.0 109536;4573.0 147.0 109476;1827.0 67.0 109574;1811.0 56.0 109575;1787.0 56.0 109576;1625.0 45.0 109577;1547.0 26.0 109578;1427.0 49.0 109580;1347.0 53.0 109581;1279.0 43.0 109582;2056.0 58.0 109517;694.0 20.0 109584;988.0 32.0 109585;1030.0 12.0 109586;436.0 5.0 109587;209802.0 7504.0 109524;240.0 2.0 109589;232.0 6.0 109588;1081.0 21.0 109583;2234.0 77.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1015;109476 966;109574 1007;109575 1007;109576 1016;109577 993;109578 1010;109580 993;109581 1040;109582 979;109517 1037;109584 989;109585 1007;109586 1007;109587 995;109524 982;109589 951;109588 992;109583 1011;109572 1003
data,1241429100,599580.0;20732.0;600988.0;24578.0;1.18273289814,6637.0 70.0 109536;2248.0 77.0 109572;1839.0 67.0 109574;1826.0 57.0 109575;1799.0 56.0 109576;1638.0 46.0 109577;1562.0 26.0 109578;1447.0 51.0 109580;1361.0 53.0 109581;1295.0 43.0 109582;2069.0 58.0 109517;710.0 20.0 109584;1013.0 32.0 109585;1049.0 12.0 109586;452.0 6.0 109587;251.0 7.0 109588;264.0 2.0 109589;4583.0 147.0 109476;1096.0 21.0 109583;210522.0 7519.0 109524,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 983;109572 980;109574 1037;109575 971;109576 990;109577 988;109578 979;109580 1027;109581 974;109582 1048;109517 955;109584 1025;109585 1049;109586 963;109587 1009;109588 997;109589 1019;109476 983;109583 1016;109524 1007
data,1241430000,600573.0;20743.0;602001.0;24594.0;1.18284051685,6645.0 70.0 109536;4597.0 147.0 109476;1851.0 67.0 109574;1841.0 57.0 109575;1816.0 56.0 109576;1653.0 47.0 109577;1574.0 26.0 109578;1460.0 52.0 109580;1379.0 53.0 109581;1311.0 43.0 109582;1109.0 22.0 109583;727.0 20.0 109584;1027.0 32.0 109585;1057.0 12.0 109586;467.0 6.0 109587;270.0 7.0 109588;285.0 2.0 109589;211254.0 7532.0 109524;2088.0 58.0 109517;2263.0 77.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1039;109476 1068;109574 1018;109575 999;109576 978;109577 1006;109578 1022;109580 990;109581 963;109582 994;109583 930;109584 976;109585 1044;109586 996;109587 1013;109588 1004;109589 1000;109524 1011;109517 962;109572 987
data,1241430900,601603.0;20766.0;603013.0;24613.0;1.18248331189,6665.0 70.0 109536;4612.0 147.0 109476;1872.0 67.0 109574;1852.0 57.0 109575;1833.0 56.0 109576;1672.0 47.0 109577;1590.0 26.0 109578;1472.0 52.0 109580;2099.0 59.0 109517;1325.0 43.0 109582;1393.0 53.0 109581;742.0 20.0 109584;1044.0 32.0 109585;1075.0 12.0 109586;482.0 6.0 109587;211961.0 7548.0 109524;300.0 2.0 109589;287.0 7.0 109588;1122.0 23.0 109583;2288.0 78.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1070;109476 942;109574 1058;109575 980;109576 992;109577 1072;109578 990;109580 958;109517 961;109582 993;109581 1030;109584 1022;109585 1023;109586 998;109587 975;109524 964;109589 943;109588 960;109583 1027;109572 1042
data,1241431500,602575.0;20780.0;604026.0;24627.0;1.18228299635,6691.0 70.0 109536;2303.0 78.0 109572;1887.0 67.0 109574;1866.0 57.0 109575;1842.0 56.0 109576;1482.0 52.0 109580;1602.0 27.0 109578;1405.0 53.0 109581;2119.0 59.0 109517;1337.0 43.0 109582;1133.0 23.0 109583;756.0 20.0 109584;1061.0 32.0 109585;1092.0 12.0 109586;501.0 6.0 109587;212690.0 7561.0 109524;317.0 2.0 109589;1684.0 47.0 109577;4627.0 147.0 109476;304.0 7.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 980;109572 1029;109574 986;109575 995;109576 983;109580 1018;109578 999;109581 994;109517 1011;109582 1005;109583 987;109584 957;109585 1019;109586 1017;109587 992;109524 1006;109589 950;109577 1054;109476 1007;109588 1011
