
New Run at  01/16/2015 18:19:55
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks; exp3LearnAccess; exp3Clicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,909054.0;55049.0;947364.0;35077.0;952863.0;51856.0;933992.0;38659.0,1868.0 36.0 109680 0.0100 0.0506 -0.0073 0.0451 0.0015;6717.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;2211.0 30.0 109667 0.0024 0.0105 0.0256 0.0405 0.0093;3622.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;10598.0 813.0 109670 -0.0045 0.0897 0.0317 0.1488 0.0125;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;9793.0 581.0 109674 0.0169 0.0864 0.0296 0.1107 0.0119;28416.0 2207.0 109676 0.0173 0.0732 0.0972 0.1203 0.0132;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5470.0 341.0 109679 0.0107 -0.0020 0.0568 0.1239 0.0090;1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;3440.0 147.0 109681 0.0053 0.0710 0.0085 0.0947 0.0041;3141.0 112.0 109682 0.0126 -0.0079 0.0649 0.0830 0.0072;21337.0 1107.0 109635 0.0371 0.0618 0.0204 0.1084 0.0171;8164.0 429.0 109652 0.0240 0.0752 0.0105 0.1074 -0.0003;3044.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4418.0 179.0 109683 0.0180 0.0533 0.0111 0.1099 0.0058;2427.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;6149.0 518.0 109661 -0.0496 0.0920 -0.0050 0.1274 0.0068;4826.0 204.0 109663 0.0028 0.0182 0.0542 0.1023 0.0186,109648.0 16282;109666.0 16282;109635.0 16282;109668.0 16282;109670.0 16282;109628.0 16282;109674.0 16282;109676.0 16282;109678.0 16282;109679.0 16282;109680.0 16282;109681.0 16282;109682.0 16282;109683.0 16282;109652.0 16282;109656.0 16282;109667.0 16282;109660.0 16282;109661.0 16282;109663.0 16282,109680 865;109666 834;109667 832;109668 781;109670 817;109660 809;109674 830;109676 845;109678 817;109679 823;109648 829;109681 769;109682 773;109635 790;109652 832;109656 726;109683 842;109628 844;109661 810;109663 814
data,1241680800,910055.0;55091.0;948351.0;35113.0;953831.0;51890.0;935082.0;38692.0,1872.0 36.0 109680 0.0100 0.0506 -0.0073 0.0451 0.0015;6717.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;21372.0 1108.0 109635 0.0368 0.0620 0.0207 0.1085 0.0171;3622.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;10823.0 835.0 109670 -0.0058 0.0913 0.0313 0.1500 0.0125;2435.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;9950.0 581.0 109674 0.0169 0.0864 0.0296 0.1107 0.0119;28603.0 2221.0 109676 0.0167 0.0730 0.0972 0.1208 0.0151;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5497.0 342.0 109679 0.0100 -0.0017 0.0569 0.1239 0.0088;1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;3454.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;3164.0 113.0 109682 0.0133 -0.0083 0.0648 0.0828 0.0070;2490.0 30.0 109667 0.0024 0.0105 0.0256 0.0405 0.0093;8168.0 429.0 109652 0.0240 0.0752 0.0105 0.1074 -0.0003;3045.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4421.0 180.0 109683 0.0186 0.0532 0.0110 0.1099 0.0058;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6183.0 519.0 109661 -0.0480 0.0882 -0.0055 0.1278 0.0076;4826.0 204.0 109663 0.0028 0.0182 0.0542 0.1023 0.0186,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 971;109666 1042;109635 1066;109668 989;109670 977;109628 1005;109674 1018;109676 956;109678 1026;109679 979;109648 1043;109681 955;109682 960;109667 979;109652 1007;109656 986;109683 1007;109660 982;109661 962;109663 1090
data,1241681400,911128.0;55133.0;949365.0;35135.0;954826.0;51915.0;936076.0;38715.0,1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;6718.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;3622.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;11133.0 867.0 109670 -0.0065 0.0941 0.0318 0.1498 0.0141;2437.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10104.0 582.0 109674 0.0168 0.0862 0.0297 0.1108 0.0089;28814.0 2227.0 109676 0.0165 0.0731 0.0966 0.1208 0.0143;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5537.0 342.0 109679 0.0100 -0.0017 0.0569 0.1239 0.0088;1998.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;3454.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;3180.0 113.0 109682 0.0133 -0.0083 0.0648 0.0828 0.0070;21378.0 1108.0 109635 0.0368 0.0620 0.0207 0.1085 0.0171;8183.0 429.0 109652 0.0240 0.0752 0.0105 0.1074 -0.0003;3045.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4437.0 181.0 109683 0.0190 0.0530 0.0108 0.1101 0.0058;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6206.0 519.0 109661 -0.0480 0.0882 -0.0055 0.1278 0.0076;4829.0 204.0 109663 0.0028 0.0182 0.0542 0.1023 0.0186,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1021;109666 987;109667 988;109668 963;109670 1041;109628 1041;109674 1032;109676 1004;109678 975;109679 981;109680 1018;109681 1044;109682 948;109635 968;109652 977;109656 1034;109683 1012;109660 1045;109661 927;109663 994
data,1241682000,912124.0;55177.0;950352.0;35158.0;955829.0;51956.0;937080.0;38741.0,1998.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;6718.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;21385.0 1109.0 109635 0.0368 0.0620 0.0208 0.1084 0.0171;3627.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;11512.0 890.0 109670 -0.0068 0.0927 0.0314 0.1501 0.0152;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;10104.0 582.0 109674 0.0168 0.0862 0.0297 0.1108 0.0089;29005.0 2243.0 109676 0.0161 0.0732 0.0969 0.1208 0.0147;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5549.0 343.0 109679 0.0089 -0.0013 0.0569 0.1239 0.0087;1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;3454.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;3200.0 114.0 109682 0.0149 -0.0092 0.0629 0.0831 0.0069;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;8187.0 429.0 109652 0.0240 0.0752 0.0105 0.1074 -0.0003;3046.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4459.0 181.0 109683 0.0190 0.0530 0.0108 0.1101 0.0058;2442.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;6403.0 519.0 109661 -0.0480 0.0882 -0.0055 0.1278 0.0076;4982.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 929;109666 961;109635 1054;109668 982;109670 1027;109660 944;109674 981;109676 964;109678 989;109679 987;109648 1046;109681 1019;109682 1003;109667 1032;109652 1008;109656 1025;109683 1006;109628 1020;109661 1019;109663 1004
data,1241682900,913128.0;55222.0;951346.0;35182.0;956770.0;51994.0;938114.0;38764.0,1998.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;6719.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;3632.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;11826.0 918.0 109670 -0.0073 0.0938 0.0329 0.1507 0.0160;2447.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10106.0 582.0 109674 0.0168 0.0862 0.0297 0.1108 0.0089;29185.0 2258.0 109676 0.0158 0.0730 0.0970 0.1216 0.0146;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5557.0 343.0 109679 0.0089 -0.0013 0.0569 0.1239 0.0087;1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;3454.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;3644.0 115.0 109682 0.0146 -0.0091 0.0629 0.0831 0.0081;21388.0 1109.0 109635 0.0368 0.0620 0.0208 0.1084 0.0171;8191.0 430.0 109652 0.0236 0.0755 0.0107 0.1074 -0.0003;3046.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4482.0 181.0 109683 0.0190 0.0530 0.0108 0.1101 0.0058;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6418.0 519.0 109661 -0.0480 0.0882 -0.0055 0.1278 0.0076;4982.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1003;109666 983;109667 997;109668 981;109670 1014;109628 1038;109674 978;109676 940;109678 1011;109679 1067;109648 996;109681 1020;109682 964;109635 987;109652 1013;109656 1060;109683 919;109660 984;109661 1011;109663 1034
data,1241683800,914188.0;55261.0;952332.0;35207.0;957837.0;52039.0;939094.0;38780.0,1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;6719.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;21409.0 1109.0 109635 0.0368 0.0620 0.0208 0.1084 0.0171;3640.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;12096.0 942.0 109670 -0.0071 0.0963 0.0335 0.1489 0.0176;2457.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10106.0 582.0 109674 0.0168 0.0862 0.0297 0.1108 0.0089;29377.0 2270.0 109676 0.0156 0.0730 0.0966 0.1219 0.0152;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5619.0 343.0 109679 0.0089 -0.0013 0.0569 0.1239 0.0087;1999.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;3454.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;4075.0 116.0 109682 0.0141 -0.0088 0.0629 0.0834 0.0041;4493.0 182.0 109683 0.0176 0.0533 0.0113 0.1103 0.0058;8193.0 430.0 109652 0.0236 0.0755 0.0107 0.1074 -0.0003;3047.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6469.0 520.0 109661 -0.0478 0.0879 -0.0056 0.1279 0.0063;4982.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1003;109666 955;109635 1076;109668 1012;109670 1021;109628 1004;109674 989;109676 1064;109678 1037;109679 969;109680 1040;109681 964;109682 1030;109683 963;109652 906;109656 1012;109667 1008;109660 974;109661 993;109663 980
data,1241684400,915161.0;55300.0;953339.0;35234.0;958890.0;52077.0;940170.0;38817.0,1999.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;6719.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;3870.0 137.0 109668 0.0145 0.0680 -0.0026 0.0874 0.0061;12464.0 966.0 109670 -0.0067 0.0963 0.0329 0.1496 0.0169;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;10108.0 582.0 109674 0.0168 0.0862 0.0297 0.1108 0.0089;29571.0 2283.0 109676 0.0154 0.0728 0.0966 0.1223 0.0142;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5751.0 344.0 109679 0.0082 -0.0010 0.0569 0.1239 0.0071;1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;3456.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;4083.0 116.0 109682 0.0141 -0.0088 0.0629 0.0834 0.0041;21434.0 1109.0 109635 0.0368 0.0620 0.0208 0.1084 0.0171;8196.0 431.0 109652 0.0240 0.0754 0.0105 0.1073 -0.0003;3048.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4493.0 182.0 109683 0.0176 0.0533 0.0113 0.1103 0.0058;2465.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;6469.0 520.0 109661 -0.0478 0.0879 -0.0056 0.1279 0.0063;4982.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 973;109666 1004;109667 992;109668 957;109670 987;109660 983;109674 1011;109676 1024;109678 1025;109679 1018;109648 1021;109681 979;109682 979;109635 972;109652 966;109656 980;109683 1035;109628 987;109661 1031;109663 1076
data,1241685300,916178.0;55329.0;954380.0;35258.0;959846.0;52102.0;941168.0;38851.0,1711.0 13.0 109648 0.0020 0.0040 0.0158 0.0288 0.0012;6719.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;21466.0 1109.0 109635 0.0368 0.0620 0.0208 0.1084 0.0171;3875.0 138.0 109668 0.0144 0.0680 -0.0026 0.0874 0.0054;12738.0 988.0 109670 -0.0072 0.0961 0.0332 0.1504 0.0162;2469.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10114.0 583.0 109674 0.0171 0.0862 0.0295 0.1108 0.0089;29759.0 2288.0 109676 0.0156 0.0728 0.0962 0.1223 0.0136;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5755.0 344.0 109679 0.0082 -0.0010 0.0569 0.1239 0.0071;1999.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;3943.0 148.0 109681 0.0048 0.0712 0.0138 0.0943 0.0041;4088.0 116.0 109682 0.0141 -0.0088 0.0629 0.0834 0.0041;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;8201.0 431.0 109652 0.0240 0.0754 0.0105 0.1073 -0.0003;3050.0 37.0 109656 0.0038 0.0060 0.0260 0.0450 0.0048;4493.0 182.0 109683 0.0176 0.0533 0.0113 0.1103 0.0058;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6469.0 520.0 109661 -0.0478 0.0879 -0.0056 0.1279 0.0063;4987.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 961;109666 1047;109635 998;109668 1045;109670 1052;109628 962;109674 1057;109676 963;109678 1007;109679 1018;109680 978;109681 1038;109682 983;109667 981;109652 997;109656 1013;109683 961;109660 985;109661 956;109663 998
data,1241686200,917182.0;55368.0;955366.0;35272.0;960821.0;52135.0;942197.0;38876.0,1760.0 15.0 109648 0.0020 0.0040 0.0158 0.0287 0.0045;6719.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;3875.0 138.0 109668 0.0144 0.0680 -0.0026 0.0874 0.0054;13000.0 1009.0 109670 -0.0083 0.0961 0.0330 0.1508 0.0168;2481.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10120.0 583.0 109674 0.0171 0.0862 0.0295 0.1108 0.0089;29937.0 2299.0 109676 0.0152 0.0727 0.0960 0.1228 0.0146;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5760.0 345.0 109679 0.0088 -0.0012 0.0569 0.1239 0.0071;1999.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;4384.0 149.0 109681 0.0048 0.0712 0.0140 0.0943 0.0020;4094.0 116.0 109682 0.0141 -0.0088 0.0629 0.0834 0.0041;21486.0 1111.0 109635 0.0364 0.0617 0.0210 0.1087 0.0171;8208.0 431.0 109652 0.0240 0.0754 0.0105 0.1073 -0.0003;3054.0 38.0 109656 0.0063 0.0053 0.0258 0.0444 0.0048;4493.0 182.0 109683 0.0176 0.0533 0.0113 0.1103 0.0058;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6469.0 520.0 109661 -0.0478 0.0879 -0.0056 0.1279 0.0063;5001.0 206.0 109663 0.0029 0.0182 0.0542 0.1023 0.0180,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 979;109666 1005;109667 924;109668 974;109670 1018;109628 1006;109674 963;109676 978;109678 981;109679 1060;109680 995;109681 962;109682 1054;109635 999;109652 1036;109656 1048;109683 944;109660 1045;109661 1000;109663 1029
data,1241686800,918230.0;55409.0;956346.0;35291.0;961888.0;52180.0;943224.0;38907.0,2011.0 37.0 109680 0.0090 0.0507 -0.0071 0.0455 0.0028;6877.0 554.0 109666 -0.0717 0.0997 0.0192 0.1219 0.0014;21506.0 1111.0 109635 0.0364 0.0617 0.0210 0.1087 0.0171;3875.0 138.0 109668 0.0144 0.0680 -0.0026 0.0874 0.0054;13258.0 1027.0 109670 -0.0067 0.0943 0.0322 0.1512 0.0165;2490.0 29.0 109628 -0.0088 0.0390 0.0213 0.0450 0.0060;10125.0 583.0 109674 0.0171 0.0862 0.0295 0.1108 0.0089;30138.0 2316.0 109676 0.0153 0.0724 0.0960 0.1233 0.0141;1918.0 14.0 109678 0.0039 0.0087 0.0173 0.0246 0.0021;5770.0 347.0 109679 0.0101 -0.0017 0.0568 0.1240 0.0071;2023.0 16.0 109648 0.0020 0.0040 0.0158 0.0289 0.0041;4384.0 149.0 109681 0.0048 0.0712 0.0140 0.0943 0.0020;4099.0 117.0 109682 0.0146 -0.0091 0.0630 0.0831 0.0041;4494.0 182.0 109683 0.0176 0.0533 0.0113 0.1103 0.0058;8213.0 432.0 109652 0.0241 0.0753 0.0106 0.1073 -0.0003;3055.0 38.0 109656 0.0063 0.0053 0.0258 0.0444 0.0048;2640.0 31.0 109667 0.0023 0.0105 0.0256 0.0408 0.0060;1952.0 10.0 109660 0.0001 0.0091 0.0183 -0.0042 0.0035;6469.0 520.0 109661 -0.0478 0.0879 -0.0056 0.1279 0.0063;5101.0 207.0 109663 0.0029 0.0182 0.0542 0.1023 0.0174,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1021;109666 1024;109635 1041;109668 993;109670 956;109628 1013;109674 989;109676 1046;109678 1015;109679 977;109648 975;109681 1003;109682 974;109683 1036;109652 978;109656 984;109667 1004;109660 991;109661 953;109663 1027
