
New Run at  01/16/2015 17:11:41
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks; exp3LearnAccess; exp3Clicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241506500,428487.0;23396.0;446782.0;15785.0;449476.0;21930.0;437535.0;17091.0,3220.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3251.0 121.0 109603 0.0215 0.0279 0.0105 0.1276 0.0065;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;32262.0 3340.0 109605 -0.0292 0.0938 0.0728 0.1732 0.0268;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;1874.0 37.0 109611 -0.0011 0.0108 0.0370 0.0763 0.0064;23130.0 2028.0 109612 0.0188 0.0898 0.0952 0.1491 -0.0305;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;7284.0 397.0 109614 0.0286 0.0510 0.0606 0.1246 0.0193;1923.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;9445.0 568.0 109617 0.0333 0.0686 0.0510 0.1345 0.0236;1365.0 14.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0016;1366.0 16.0 109619 -0.0149 0.0168 0.0298 0.0374 0.0080;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;4992.0 290.0 109615 0.0044 0.0850 0.0428 0.1334 0.0115;17153.0 1283.0 109596 0.0078 0.0954 0.0185 0.1321 0.0040;5670.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8899.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 1076;109603.0 1076;109476.0 1076;109605.0 1076;109608.0 1076;109610.0 1076;109611.0 1076;109612.0 1076;109613.0 1076;109614.0 1076;109517.0 1076;109617.0 1076;109618.0 1076;109619.0 1076;109594.0 1076;109615.0 1076;109596.0 1076;109598.0 1076;109599.0 1076,109601 58;109603 53;109476 54;109605 49;109608 52;109610 59;109611 64;109612 72;109517 54;109614 71;109613 57;109617 67;109618 52;109619 50;109594 57;109615 45;109596 65;109598 51;109599 46
data,1241507400,429566.0;23444.0;447897.0;15830.0;450579.0;21974.0;438513.0;17123.0,3225.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3259.0 122.0 109603 0.0232 0.0274 0.0100 0.1255 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;32441.0 3355.0 109605 -0.0292 0.0933 0.0729 0.1731 0.0266;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;23362.0 2047.0 109612 0.0185 0.0898 0.0951 0.1491 -0.0317;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;7336.0 398.0 109614 0.0284 0.0511 0.0606 0.1248 0.0191;5000.0 291.0 109615 0.0049 0.0830 0.0427 0.1337 0.0114;1927.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;9708.0 573.0 109617 0.0320 0.0689 0.0511 0.1342 0.0229;1374.0 14.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0016;1524.0 18.0 109619 -0.0148 0.0168 0.0298 0.0372 0.0103;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17164.0 1286.0 109596 0.0075 0.0967 0.0187 0.1319 0.0040;5674.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8899.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1054;109603 1040;109476 994;109605 1082;109608 1030;109610 1080;109611 1038;109612 1165;109517 1112;109614 1101;109615 984;109613 992;109617 1067;109618 1020;109619 1069;109594 1064;109596 1039;109598 1091;109599 978
data,1241508000,430669.0;23493.0;448968.0;15860.0;451603.0;22010.0;439553.0;17148.0,3231.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3265.0 122.0 109603 0.0232 0.0274 0.0100 0.1255 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;32646.0 3378.0 109605 -0.0296 0.0930 0.0728 0.1736 0.0271;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;23582.0 2068.0 109612 0.0183 0.0897 0.0960 0.1487 -0.0326;1931.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;7430.0 400.0 109614 0.0273 0.0512 0.0605 0.1255 0.0191;5005.0 291.0 109615 0.0049 0.0830 0.0427 0.1337 0.0114;9827.0 574.0 109617 0.0318 0.0689 0.0511 0.1339 0.0228;1535.0 14.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0016;1782.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17187.0 1287.0 109596 0.0075 0.0963 0.0186 0.1320 0.0040;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;5676.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8899.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1043;109603 991;109476 1066;109605 1037;109608 1013;109610 1032;109611 1000;109612 1048;109613 1104;109614 1085;109615 1044;109617 1053;109618 1048;109619 1078;109594 1096;109596 1134;109517 1039;109598 1049;109599 1040
data,1241508900,431768.0;23533.0;450064.0;15887.0;452676.0;22039.0;440667.0;17172.0,3242.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3286.0 122.0 109603 0.0232 0.0274 0.0100 0.1255 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;32900.0 3393.0 109605 -0.0297 0.0928 0.0730 0.1733 0.0272;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;23771.0 2082.0 109612 0.0183 0.0896 0.0958 0.1486 -0.0320;1933.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;7483.0 402.0 109614 0.0271 0.0510 0.0604 0.1264 0.0187;5264.0 292.0 109615 0.0049 0.0830 0.0427 0.1337 0.0121;9919.0 577.0 109617 0.0306 0.0687 0.0514 0.1333 0.0224;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1782.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17217.0 1291.0 109596 0.0073 0.0973 0.0188 0.1319 0.0040;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;5679.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8899.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1009;109603 1108;109476 1057;109605 1074;109608 1012;109517 1020;109611 1051;109612 1036;109613 1068;109614 1029;109615 1037;109617 1058;109618 1048;109619 1031;109594 1107;109596 1035;109610 1070;109598 1036;109599 1114
data,1241509500,432840.0;23571.0;451113.0;15911.0;453740.0;22071.0;441686.0;17199.0,3249.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3308.0 123.0 109603 0.0218 0.0273 0.0106 0.1257 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;33154.0 3408.0 109605 -0.0296 0.0934 0.0730 0.1731 0.0260;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;23984.0 2099.0 109612 0.0187 0.0895 0.0955 0.1483 -0.0316;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;7600.0 405.0 109614 0.0267 0.0513 0.0605 0.1259 0.0195;1935.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;10075.0 578.0 109617 0.0296 0.0684 0.0515 0.1333 0.0211;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1782.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;5530.0 293.0 109615 0.0049 0.0830 0.0427 0.1337 0.0080;17252.0 1291.0 109596 0.0073 0.0973 0.0188 0.1319 0.0040;5679.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8899.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1047;109603 1059;109476 1086;109605 1096;109608 1093;109610 1063;109611 1066;109612 1089;109517 1053;109614 1020;109613 1052;109617 1083;109618 1032;109619 1057;109594 1013;109615 1009;109596 1032;109598 1031;109599 1019
data,1241510400,433892.0;23605.0;452215.0;15937.0;454847.0;22104.0;442746.0;17224.0,3253.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3316.0 124.0 109603 0.0230 0.0270 0.0103 0.1253 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;33479.0 3423.0 109605 -0.0293 0.0932 0.0730 0.1730 0.0241;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;24176.0 2107.0 109612 0.0192 0.0890 0.0951 0.1479 -0.0326;1937.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;7976.0 412.0 109614 0.0263 0.0513 0.0606 0.1255 0.0194;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;10190.0 579.0 109617 0.0296 0.0684 0.0516 0.1333 0.0202;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1783.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;5545.0 294.0 109615 0.0062 0.0833 0.0425 0.1331 0.0080;17264.0 1292.0 109596 0.0078 0.0951 0.0184 0.1321 0.0040;5680.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8900.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1055;109603 1092;109476 1034;109605 1141;109608 1037;109610 1059;109611 1067;109612 984;109613 1058;109614 1060;109517 1088;109617 1026;109618 1045;109619 1060;109594 1074;109615 1012;109596 1011;109598 1037;109599 1060
data,1241511000,434970.0;23655.0;453232.0;15964.0;455942.0;22144.0;443788.0;17242.0,3262.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3334.0 125.0 109603 0.0236 0.0270 0.0099 0.1256 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;33770.0 3440.0 109605 -0.0291 0.0926 0.0730 0.1729 0.0247;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;24375.0 2127.0 109612 0.0193 0.0884 0.0954 0.1481 -0.0340;1943.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;8280.0 423.0 109614 0.0259 0.0509 0.0605 0.1258 0.0220;5563.0 294.0 109615 0.0062 0.0833 0.0425 0.1331 0.0080;10413.0 580.0 109617 0.0293 0.0684 0.0517 0.1330 0.0185;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1784.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17269.0 1292.0 109596 0.0078 0.0951 0.0184 0.1321 0.0040;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;5684.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8900.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1050;109603 1041;109476 1054;109605 1041;109608 1070;109610 1046;109611 1008;109612 1069;109613 1060;109614 1123;109615 1003;109617 1062;109618 1077;109619 982;109594 1094;109596 1057;109517 1064;109598 1057;109599 1042
data,1241511900,435959.0;23708.0;454226.0;15984.0;457040.0;22174.0;444852.0;17264.0,3268.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3354.0 126.0 109603 0.0235 0.0267 0.0099 0.1258 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;33943.0 3458.0 109605 -0.0293 0.0918 0.0730 0.1734 0.0245;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;24560.0 2143.0 109612 0.0193 0.0882 0.0954 0.1483 -0.0352;1946.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;8834.0 441.0 109614 0.0255 0.0505 0.0606 0.1256 0.0241;5577.0 294.0 109615 0.0062 0.0833 0.0425 0.1331 0.0080;10426.0 580.0 109617 0.0293 0.0684 0.0517 0.1330 0.0185;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1784.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17280.0 1292.0 109596 0.0078 0.0951 0.0184 0.1321 0.0040;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;5693.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8901.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1061;109603 1082;109476 1060;109605 1119;109608 1001;109610 1071;109611 1030;109612 1057;109613 1053;109614 983;109615 1025;109617 1046;109618 1066;109619 1033;109594 1091;109596 1072;109517 1041;109598 1045;109599 1064
data,1241512800,436975.0;23746.0;455289.0;16009.0;458035.0;22202.0;445943.0;17287.0,3279.0 82.0 109601 -0.0048 0.0180 0.0536 0.0520 0.0122;3373.0 126.0 109603 0.0235 0.0267 0.0099 0.1258 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;34132.0 3468.0 109605 -0.0293 0.0916 0.0731 0.1730 0.0244;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;24728.0 2152.0 109612 0.0194 0.0883 0.0950 0.1481 -0.0357;1950.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;9425.0 457.0 109614 0.0253 0.0502 0.0606 0.1259 0.0245;5582.0 295.0 109615 0.0046 0.0831 0.0428 0.1334 0.0080;10441.0 581.0 109617 0.0290 0.0684 0.0517 0.1330 0.0185;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1785.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;17288.0 1293.0 109596 0.0079 0.0944 0.0183 0.1322 0.0039;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;5697.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;8902.0 608.0 109599 -0.0465 0.0639 0.0763 0.1118 0.0020,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1016;109603 1083;109476 1074;109605 1021;109608 1025;109610 1038;109611 1049;109612 1022;109613 1048;109614 1026;109615 1109;109617 1005;109618 1087;109619 1028;109594 1065;109596 1047;109517 1109;109598 1057;109599 1091
data,1241513400,438038.0;23782.0;456242.0;16031.0;459074.0;22231.0;447010.0;17310.0,3318.0 83.0 109601 -0.0041 0.0090 0.0533 0.0532 0.0129;3390.0 127.0 109603 0.0229 0.0265 0.0101 0.1260 0.0066;3250.0 59.0 109476 0.0041 0.0272 0.0447 0.0457 0.0037;34402.0 3481.0 109605 -0.0294 0.0908 0.0732 0.1732 0.0233;2522.0 78.0 109608 -0.0152 0.0445 0.0548 0.0889 0.0031;3368.0 35.0 109610 0.0090 0.0233 -0.0091 0.0831 -0.0003;2020.0 38.0 109611 -0.0010 0.0108 0.0370 0.0764 0.0052;24937.0 2161.0 109612 0.0189 0.0879 0.0947 0.1477 -0.0357;1955.0 23.0 109613 0.0030 0.0178 0.0174 0.0519 0.0019;9782.0 466.0 109614 0.0250 0.0517 0.0607 0.1260 0.0241;4247.0 101.0 109517 0.0166 0.0234 0.0458 0.0578 0.0039;10469.0 581.0 109617 0.0290 0.0684 0.0517 0.1330 0.0185;1720.0 15.0 109618 -0.0033 0.0286 0.0209 0.0267 0.0021;1786.0 19.0 109619 -0.0148 0.0168 0.0298 0.0374 0.0077;9964.0 567.0 109594 -0.0181 0.0478 0.0538 0.1171 0.0108;5586.0 295.0 109615 0.0046 0.0831 0.0428 0.1334 0.0080;17300.0 1294.0 109596 0.0078 0.0947 0.0184 0.1322 0.0039;5705.0 208.0 109598 0.0282 0.0561 0.0092 0.0826 -0.0013;9015.0 610.0 109599 -0.0469 0.0657 0.0763 0.1119 0.0034,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1075;109603 1043;109476 1015;109605 952;109608 1081;109610 1047;109611 1083;109612 1109;109613 1026;109614 1039;109517 1066;109617 1024;109618 1076;109619 1050;109594 1066;109615 1078;109596 1054;109598 1049;109599 1067
