
New Run at  01/16/2015 16:38:18
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks; exp3LearnAccess; exp3Clicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,184422.0;8224.0;191321.0;5860.0;191558.0;8043.0;184429.0;6249.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7045.0 540.0 109572 -0.0668 0.0571 0.0493 0.1255 0.0039;6203.0 276.0 109574 0.0130 0.0725 -0.0050 0.0916 0.0042;4649.0 173.0 109575 -0.0001 0.0433 0.0619 0.0664 0.0073;7918.0 457.0 109576 -0.0225 0.0532 0.0624 0.1125 0.0128;6336.0 271.0 109577 0.0152 0.0506 0.0173 0.1011 -0.0015;2414.0 52.0 109578 -0.0097 0.0632 0.0017 0.0651 0.0006;3850.0 105.0 109580 0.0093 0.0058 0.0377 0.0858 0.0078;3475.0 96.0 109517 0.0167 0.0234 0.0480 0.0571 0.0038;22637.0 1454.0 109582 0.0075 0.0563 0.0770 0.1030 -0.0080;4545.0 230.0 109581 -0.0340 0.0859 0.0032 0.1006 0.0024;9480.0 474.0 109584 0.0116 0.0435 0.0680 0.0933 0.0014;8874.0 556.0 109585 -0.0131 0.0907 0.0057 0.1006 0.0023;1990.0 23.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0045;2398.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2186.0 57.0 109588 0.0328 0.0617 -0.0124 0.0534 -0.0001;1999.0 48.0 109589 -0.0200 0.0262 0.0277 0.0810 0.0026;2475.0 54.0 109476 0.0041 0.0272 0.0448 0.0460 0.0047;2484.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;2691.0 57.0 109524 0.0110 0.0235 0.0425 0.0463 0.0074,109536.0 13637;109476.0 13637;109574.0 13637;109575.0 13637;109576.0 13637;109580.0 13637;109578.0 13637;109581.0 13637;109517.0 13637;109582.0 13637;109583.0 13637;109584.0 13637;109585.0 13637;109586.0 13637;109587.0 13637;109588.0 13637;109589.0 13637;109577.0 13637;109524.0 13637;109572.0 13637,109536 677;109572 694;109574 725;109575 673;109576 728;109577 693;109578 711;109580 653;109517 661;109582 674;109581 702;109584 665;109585 698;109586 683;109587 639;109588 620;109589 686;109476 701;109583 665;109524 689
data,1241421300,185462.0;8252.0;192284.0;5872.0;192547.0;8059.0;185403.0;6264.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;2556.0 55.0 109476 0.0041 0.0272 0.0448 0.0459 0.0054;6441.0 279.0 109574 0.0131 0.0720 -0.0050 0.0914 0.0057;4649.0 173.0 109575 -0.0001 0.0433 0.0619 0.0664 0.0073;8026.0 458.0 109576 -0.0225 0.0532 0.0623 0.1124 0.0126;6363.0 272.0 109577 0.0148 0.0508 0.0174 0.1008 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;3854.0 105.0 109580 0.0093 0.0058 0.0377 0.0858 0.0078;3475.0 96.0 109517 0.0167 0.0234 0.0480 0.0571 0.0038;22684.0 1456.0 109582 0.0073 0.0563 0.0770 0.1033 -0.0082;4562.0 232.0 109581 -0.0342 0.0855 0.0031 0.1012 0.0023;9494.0 476.0 109584 0.0111 0.0432 0.0681 0.0947 0.0013;8961.0 556.0 109585 -0.0131 0.0907 0.0057 0.1006 0.0023;2079.0 23.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0045;2398.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2692.0 57.0 109524 0.0110 0.0235 0.0425 0.0463 0.0074;2134.0 53.0 109589 -0.0003 0.0260 0.0261 0.0761 0.0023;7117.0 546.0 109572 -0.0675 0.0566 0.0489 0.1262 0.0032;2484.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;2305.0 61.0 109588 0.0286 0.0647 -0.0109 0.0519 -0.0004,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 969;109476 1072;109574 1005;109575 1032;109576 982;109577 1005;109578 977;109580 1039;109517 1037;109582 989;109581 1042;109584 1049;109585 944;109586 964;109587 987;109524 979;109589 988;109572 977;109583 989;109588 974
data,1241422200,186540.0;8283.0;193286.0;5892.0;193556.0;8073.0;186461.0;6282.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;2615.0 55.0 109476 0.0041 0.0272 0.0448 0.0459 0.0054;6447.0 279.0 109574 0.0131 0.0720 -0.0050 0.0914 0.0057;4678.0 174.0 109575 -0.0003 0.0433 0.0623 0.0663 0.0073;8080.0 461.0 109576 -0.0225 0.0529 0.0615 0.1133 0.0118;6368.0 273.0 109577 0.0146 0.0510 0.0174 0.1012 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;3857.0 105.0 109580 0.0093 0.0058 0.0377 0.0858 0.0078;3475.0 96.0 109517 0.0167 0.0234 0.0480 0.0571 0.0038;22742.0 1459.0 109582 0.0070 0.0563 0.0771 0.1033 -0.0090;4581.0 235.0 109581 -0.0348 0.0863 0.0032 0.1014 0.0023;9586.0 479.0 109584 0.0113 0.0434 0.0680 0.0939 0.0031;9001.0 557.0 109585 -0.0129 0.0905 0.0028 0.1008 0.0019;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2398.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2699.0 57.0 109524 0.0110 0.0235 0.0425 0.0463 0.0074;2299.0 54.0 109589 -0.0047 0.0259 0.0262 0.0757 0.0021;7375.0 556.0 109572 -0.0672 0.0562 0.0484 0.1265 0.0068;2484.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;2437.0 65.0 109588 0.0324 0.0554 -0.0121 0.0551 -0.0006,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1018;109476 939;109574 980;109575 927;109576 1027;109577 944;109578 1060;109580 1010;109517 1037;109582 1000;109581 1033;109584 1005;109585 991;109586 976;109587 934;109524 1018;109589 1027;109572 1024;109583 992;109588 1058
data,1241422800,187564.0;8303.0;194278.0;5911.0;194498.0;8089.0;187495.0;6301.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7491.0 557.0 109572 -0.0667 0.0564 0.0484 0.1258 0.0056;6460.0 280.0 109574 0.0129 0.0719 -0.0050 0.0919 0.0057;4693.0 175.0 109575 -0.0001 0.0433 0.0618 0.0664 0.0072;8124.0 464.0 109576 -0.0229 0.0529 0.0622 0.1133 0.0117;6377.0 274.0 109577 0.0141 0.0507 0.0171 0.1024 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;3859.0 106.0 109580 0.0091 0.0058 0.0378 0.0861 0.0078;3475.0 96.0 109517 0.0167 0.0234 0.0480 0.0571 0.0038;22802.0 1462.0 109582 0.0070 0.0563 0.0771 0.1034 -0.0094;2486.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;9718.0 479.0 109584 0.0113 0.0434 0.0680 0.0939 0.0031;9057.0 557.0 109585 -0.0129 0.0905 0.0028 0.1008 0.0019;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2398.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2707.0 57.0 109524 0.0110 0.0235 0.0425 0.0463 0.0074;2337.0 54.0 109589 -0.0047 0.0259 0.0262 0.0757 0.0021;2571.0 70.0 109588 0.0320 0.0536 -0.0124 0.0560 -0.0007;2970.0 55.0 109476 0.0041 0.0272 0.0448 0.0459 0.0054;4621.0 239.0 109581 -0.0352 0.0866 0.0031 0.1019 0.0024,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 997;109574 1051;109575 1025;109576 935;109577 1036;109578 1021;109580 972;109517 1007;109582 990;109583 944;109584 1032;109585 1012;109586 1006;109587 996;109524 972;109589 982;109588 1034;109476 984;109581 999
data,1241423700,188585.0;8324.0;195310.0;5923.0;195543.0;8102.0;188505.0;6315.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7515.0 559.0 109572 -0.0667 0.0561 0.0484 0.1262 0.0056;6469.0 280.0 109574 0.0129 0.0719 -0.0050 0.0919 0.0057;4714.0 176.0 109575 -0.0002 0.0433 0.0622 0.0663 0.0072;8194.0 469.0 109576 -0.0231 0.0527 0.0622 0.1136 0.0115;6394.0 275.0 109577 0.0145 0.0511 0.0173 0.1013 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;3862.0 106.0 109580 0.0091 0.0058 0.0378 0.0861 0.0078;3476.0 96.0 109517 0.0167 0.0234 0.0480 0.0571 0.0038;22877.0 1465.0 109582 0.0071 0.0564 0.0769 0.1032 -0.0098;2486.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;9797.0 480.0 109584 0.0113 0.0434 0.0671 0.0940 0.0025;9205.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2398.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2692.0 72.0 109588 0.0301 0.0516 -0.0120 0.0562 -0.0006;2352.0 55.0 109589 -0.0055 0.0247 0.0262 0.0762 0.0021;2899.0 57.0 109524 0.0110 0.0235 0.0425 0.0463 0.0074;3174.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037;4663.0 242.0 109581 -0.0350 0.0867 0.0032 0.1013 0.0023,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 1026;109574 1018;109575 997;109576 967;109577 1034;109578 992;109580 979;109517 1029;109582 1026;109583 1008;109584 979;109585 1000;109586 965;109587 961;109588 1010;109589 964;109524 1028;109476 1007;109581 1006
data,1241424300,189609.0;8350.0;196295.0;5937.0;196588.0;8121.0;189473.0;6328.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7538.0 560.0 109572 -0.0665 0.0561 0.0484 0.1259 0.0055;6522.0 281.0 109574 0.0128 0.0725 -0.0048 0.0913 0.0056;4891.0 177.0 109575 -0.0000 0.0433 0.0617 0.0665 0.0068;8302.0 471.0 109576 -0.0232 0.0525 0.0620 0.1140 0.0113;6401.0 275.0 109577 0.0145 0.0511 0.0173 0.1013 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;3866.0 106.0 109580 0.0091 0.0058 0.0378 0.0861 0.0078;4716.0 249.0 109581 -0.0364 0.0888 0.0035 0.1014 0.0022;22981.0 1470.0 109582 0.0068 0.0565 0.0770 0.1032 -0.0103;2487.0 26.0 109583 -0.0124 0.0135 0.0286 0.0330 0.0074;9802.0 480.0 109584 0.0113 0.0434 0.0671 0.0940 0.0025;9210.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2472.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2797.0 76.0 109588 0.0331 0.0520 -0.0133 0.0558 -0.0007;2473.0 57.0 109589 -0.0075 0.0248 0.0262 0.0762 0.0044;3175.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037;2906.0 58.0 109524 0.0098 0.0237 0.0426 0.0449 0.0069;3652.0 98.0 109517 0.0166 0.0234 0.0479 0.0573 0.0050,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 977;109572 1023;109574 978;109575 983;109576 954;109577 1064;109578 933;109580 960;109581 997;109582 1036;109583 1015;109584 1010;109585 995;109586 1048;109587 978;109588 968;109589 1011;109476 975;109524 1021;109517 1074
data,1241425200,190661.0;8365.0;197303.0;5953.0;197640.0;8143.0;190438.0;6341.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;3175.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037;6557.0 282.0 109574 0.0128 0.0727 -0.0047 0.0911 0.0052;4893.0 177.0 109575 -0.0000 0.0433 0.0617 0.0665 0.0068;8372.0 472.0 109576 -0.0231 0.0527 0.0617 0.1136 0.0106;6412.0 275.0 109577 0.0145 0.0511 0.0173 0.1013 -0.0007;3652.0 98.0 109517 0.0166 0.0234 0.0479 0.0573 0.0050;3872.0 106.0 109580 0.0091 0.0058 0.0378 0.0861 0.0078;4766.0 252.0 109581 -0.0370 0.0890 0.0035 0.1022 0.0021;23070.0 1474.0 109582 0.0068 0.0566 0.0769 0.1030 -0.0108;2502.0 27.0 109583 -0.0127 0.0136 0.0305 0.0327 0.0074;9831.0 481.0 109584 0.0114 0.0434 0.0671 0.0937 0.0023;9214.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2472.0 32.0 109587 0.0116 0.0067 0.0172 0.0414 0.0018;2892.0 78.0 109588 0.0295 0.0512 -0.0130 0.0581 -0.0007;3082.0 57.0 109589 -0.0075 0.0248 0.0262 0.0762 0.0044;2906.0 58.0 109524 0.0098 0.0237 0.0426 0.0449 0.0069;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;7575.0 562.0 109572 -0.0665 0.0563 0.0484 0.1254 0.0055,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109476 978;109574 1008;109575 1017;109576 1001;109577 970;109517 1001;109580 969;109581 985;109582 1033;109583 1008;109584 1076;109585 967;109586 1007;109587 977;109588 965;109589 1046;109524 997;109578 970;109572 1015
data,1241426100,191640.0;8390.0;198210.0;5966.0;198607.0;8156.0;191378.0;6352.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7640.0 571.0 109572 -0.0674 0.0558 0.0477 0.1267 0.0065;6613.0 282.0 109574 0.0128 0.0727 -0.0047 0.0911 0.0052;4895.0 177.0 109575 -0.0000 0.0433 0.0617 0.0665 0.0068;8524.0 475.0 109576 -0.0226 0.0528 0.0610 0.1128 0.0111;6425.0 275.0 109577 0.0145 0.0511 0.0173 0.1013 -0.0007;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;4168.0 108.0 109580 0.0093 0.0059 0.0379 0.0850 0.0074;3655.0 98.0 109517 0.0166 0.0234 0.0479 0.0573 0.0050;23159.0 1478.0 109582 0.0067 0.0569 0.0769 0.1034 -0.0111;4812.0 255.0 109581 -0.0365 0.0883 0.0036 0.1009 0.0020;9856.0 481.0 109584 0.0114 0.0434 0.0671 0.0937 0.0023;9220.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2535.0 33.0 109587 0.0105 0.0069 0.0174 0.0421 0.0026;2906.0 58.0 109524 0.0098 0.0237 0.0426 0.0449 0.0069;3149.0 58.0 109589 -0.0085 0.0249 0.0263 0.0765 0.0028;3177.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037;2514.0 27.0 109583 -0.0127 0.0136 0.0305 0.0327 0.0074;2974.0 80.0 109588 0.0288 0.0529 -0.0129 0.0562 -0.0009,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1054;109572 1006;109574 964;109575 986;109576 1028;109577 1015;109578 1004;109580 1033;109517 982;109582 949;109581 991;109584 1005;109585 1006;109586 1073;109587 1003;109524 1001;109589 968;109476 1033;109583 959;109588 940
data,1241426700,192690.0;8413.0;199267.0;5984.0;199599.0;8177.0;192393.0;6369.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;7881.0 582.0 109572 -0.0662 0.0547 0.0479 0.1279 0.0075;6663.0 283.0 109574 0.0129 0.0724 -0.0045 0.0907 0.0044;4904.0 177.0 109575 -0.0000 0.0433 0.0617 0.0665 0.0068;4853.0 256.0 109581 -0.0359 0.0865 0.0034 0.1015 0.0019;6437.0 276.0 109577 0.0152 0.0515 0.0176 0.0989 -0.0006;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;4168.0 108.0 109580 0.0093 0.0059 0.0379 0.0850 0.0074;4037.0 98.0 109517 0.0166 0.0234 0.0479 0.0573 0.0050;23238.0 1482.0 109582 0.0064 0.0574 0.0765 0.1038 -0.0109;2528.0 28.0 109583 -0.0129 0.0137 0.0323 0.0324 0.0074;9891.0 481.0 109584 0.0114 0.0434 0.0671 0.0937 0.0023;9234.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2535.0 33.0 109587 0.0105 0.0069 0.0174 0.0421 0.0026;2906.0 58.0 109524 0.0098 0.0237 0.0426 0.0449 0.0069;3162.0 58.0 109589 -0.0085 0.0249 0.0263 0.0765 0.0028;8555.0 475.0 109576 -0.0226 0.0528 0.0610 0.1128 0.0111;3103.0 84.0 109588 0.0324 0.0522 -0.0136 0.0562 -0.0011;3177.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109572 967;109574 990;109575 963;109581 993;109577 1032;109578 976;109580 969;109517 997;109582 1033;109583 1012;109584 1032;109585 973;109586 1009;109587 1013;109524 1020;109589 1002;109576 982;109588 1015;109476 1012
data,1241427600,193660.0;8435.0;200244.0;6002.0;200584.0;8188.0;193372.0;6380.0,2576.0 24.0 109536 0.0057 0.0021 0.0102 0.0426 0.0050;3178.0 56.0 109476 0.0041 0.0272 0.0448 0.0460 0.0037;6697.0 285.0 109574 0.0128 0.0726 -0.0045 0.0906 0.0042;5210.0 181.0 109575 -0.0001 0.0432 0.0617 0.0664 0.0089;8619.0 475.0 109576 -0.0226 0.0528 0.0610 0.1128 0.0111;6438.0 276.0 109577 0.0152 0.0515 0.0176 0.0989 -0.0006;2415.0 53.0 109578 -0.0089 0.0632 0.0026 0.0589 0.0006;4168.0 108.0 109580 0.0093 0.0059 0.0379 0.0850 0.0074;4119.0 99.0 109517 0.0166 0.0234 0.0479 0.0573 0.0039;23301.0 1484.0 109582 0.0065 0.0572 0.0763 0.1040 -0.0111;4882.0 257.0 109581 -0.0355 0.0860 0.0034 0.1012 0.0018;9918.0 482.0 109584 0.0111 0.0438 0.0670 0.0932 0.0019;9252.0 558.0 109585 -0.0129 0.0904 0.0029 0.1006 0.0012;2230.0 24.0 109586 -0.0108 0.0145 0.0148 0.0561 0.0044;2635.0 33.0 109587 0.0105 0.0069 0.0174 0.0421 0.0026;2906.0 58.0 109524 0.0098 0.0237 0.0426 0.0449 0.0069;3175.0 58.0 109589 -0.0085 0.0249 0.0263 0.0765 0.0028;3201.0 86.0 109588 0.0294 0.0511 -0.0131 0.0564 -0.0002;2554.0 28.0 109583 -0.0129 0.0137 0.0323 0.0324 0.0074;7989.0 591.0 109572 -0.0644 0.0549 0.0475 0.1284 0.0070,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1022;109476 1003;109574 988;109575 1001;109576 993;109577 1019;109578 995;109580 1035;109517 1020;109582 973;109581 962;109584 995;109585 1007;109586 956;109587 983;109524 1009;109589 1020;109588 979;109583 1013;109572 1027
