
New Run at  01/16/2015 13:26:49
, Time, UCBLearnAccesses; UCBClicks; randomLearnAccesses; randomClicks; greedyLearnAccesses; greedyClicks; exp3LearnAccess; exp3Clicks, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,909175.0;53841.0;947474.0;35144.0;950753.0;51719.0;933992.0;38659.0,1909.0 43.0 109680 -0.0195 -0.0293 0.2159 0.0698 0.0025;7091.0 580.0 109666 0.1225 -0.0359 0.0933 0.1392 -0.0071;2564.0 52.0 109667 0.0000 0.0000 0.0000 0.0000 0.0000;2784.0 80.0 109668 -0.0760 0.2352 0.0018 0.1003 -0.0124;8682.0 525.0 109670 -0.1283 -0.0548 0.0418 0.3833 0.0692;1749.0 8.0 109660 -0.0002 -0.0022 -0.0009 -0.0015 0.0090;8798.0 531.0 109674 0.0248 -0.0299 0.0247 0.1090 -0.0031;27623.0 2149.0 109676 0.0000 0.0000 0.0000 0.0000 0.0000;1718.0 14.0 109678 -0.0011 -0.0010 -0.0005 0.0004 0.1690;5613.0 370.0 109679 -0.0480 0.0011 0.2408 0.0306 -0.0041;2001.0 15.0 109648 -0.0425 0.0089 0.2512 -0.0314 -0.0003;3586.0 165.0 109681 -0.0377 -0.0030 0.0290 0.2952 -0.0028;3528.0 114.0 109682 -0.0137 0.1408 -0.0111 0.0979 -0.0019;20223.0 1088.0 109635 -0.0216 -0.0021 0.1336 0.0268 -0.0034;13131.0 780.0 109652 -0.0308 -0.0025 0.0791 0.0283 0.0125;2210.0 43.0 109656 0.0047 -0.0055 -0.0003 0.0001 0.0637;4371.0 189.0 109683 -0.0771 -0.0102 -0.0828 0.3209 0.0091;5475.0 89.0 109628 0.0000 0.0000 0.0000 0.0000 0.0000;8126.0 761.0 109661 -0.0185 0.0351 -0.0456 0.1144 -0.0025;7272.0 358.0 109663 -0.1458 -0.0002 0.2916 0.1074 -0.0090,109648.0 16282;109666.0 16282;109635.0 16282;109668.0 16282;109670.0 16282;109628.0 16282;109674.0 16282;109676.0 16282;109678.0 16282;109679.0 16282;109680.0 16282;109681.0 16282;109682.0 16282;109683.0 16282;109652.0 16282;109656.0 16282;109667.0 16282;109660.0 16282;109661.0 16282;109663.0 16282,109680 865;109666 834;109667 832;109668 781;109670 817;109660 809;109674 830;109676 845;109678 817;109679 823;109648 829;109681 769;109682 773;109635 790;109652 832;109656 726;109683 842;109628 844;109661 810;109663 814
data,1241680800,910142.0;53865.0;948481.0;35169.0;951749.0;51752.0;935082.0;38692.0,1913.0 43.0 109680 -0.0195 -0.0293 0.2159 0.0698 0.0025;7112.0 581.0 109666 0.0355 -0.0776 0.1031 0.1957 -0.0076;20223.0 1088.0 109635 -0.0216 -0.0021 0.1336 0.0268 -0.0034;2875.0 83.0 109668 0.0682 0.2045 0.0013 0.0194 0.0176;8715.0 527.0 109670 -0.1513 -0.0138 -0.0055 0.3522 0.0150;5585.0 90.0 109628 -0.0014 -0.0006 -0.0011 -0.0014 0.0168;8798.0 531.0 109674 0.0248 -0.0299 0.0247 0.1090 -0.0031;27672.0 2152.0 109676 0.0260 -0.0277 0.0894 0.1103 -0.0085;1919.0 15.0 109678 -0.0313 0.1321 0.0049 -0.0210 0.0065;5710.0 371.0 109679 -0.0522 0.0019 0.2366 -0.0003 0.0098;2066.0 15.0 109648 -0.0425 0.0089 0.2512 -0.0314 -0.0003;3713.0 168.0 109681 -0.0987 0.1047 0.0236 0.1593 0.0146;3560.0 116.0 109682 -0.1052 0.1251 0.0141 0.2907 0.0150;2593.0 53.0 109667 0.0491 -0.0099 0.0044 0.0244 -0.0009;13131.0 780.0 109652 -0.0308 -0.0025 0.0791 0.0283 0.0125;2230.0 44.0 109656 0.1324 -0.0120 -0.0185 -0.0060 0.0612;4412.0 191.0 109683 -0.0806 -0.0491 0.1193 0.1263 0.0127;1749.0 8.0 109660 -0.0002 -0.0022 -0.0009 -0.0015 0.0090;8144.0 763.0 109661 0.2467 0.0044 -0.0791 0.1089 -0.0105;7301.0 359.0 109663 -0.0926 -0.0118 0.1941 0.0893 -0.0202,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 971;109666 1042;109635 1066;109668 989;109670 977;109628 1005;109674 1018;109676 956;109678 1026;109679 979;109648 1043;109681 955;109682 960;109667 979;109652 1007;109656 986;109683 1007;109660 982;109661 962;109663 1090
data,1241681400,911209.0;53899.0;949439.0;35190.0;952738.0;51781.0;936076.0;38715.0,2387.0 16.0 109648 -0.0822 0.0063 0.0733 0.0840 -0.0016;7130.0 582.0 109666 0.0362 0.0867 0.1074 0.1219 -0.0066;2628.0 54.0 109667 0.0341 -0.0059 0.1707 0.0025 -0.0018;2891.0 83.0 109668 0.0682 0.2045 0.0013 0.0194 0.0176;8782.0 533.0 109670 -0.1949 -0.0189 0.0383 0.3121 0.0280;5585.0 90.0 109628 -0.0014 -0.0006 -0.0011 -0.0014 0.0168;8843.0 534.0 109674 0.0890 -0.0315 0.0122 0.1337 -0.0043;27725.0 2157.0 109676 0.1669 -0.0543 0.0851 0.1110 -0.0121;1930.0 15.0 109678 -0.0313 0.1321 0.0049 -0.0210 0.0065;5777.0 372.0 109679 -0.0642 0.0039 0.2293 0.0194 0.0096;1936.0 45.0 109680 0.0155 -0.0523 0.1409 0.1244 0.0024;3748.0 172.0 109681 -0.0962 0.1448 0.0004 0.1585 0.0161;3610.0 121.0 109682 -0.1339 0.1209 0.0130 0.2650 0.0275;20224.0 1088.0 109635 -0.0216 -0.0021 0.1336 0.0268 -0.0034;13141.0 781.0 109652 -0.0494 0.1808 0.0843 0.0152 0.0111;2320.0 45.0 109656 0.1027 -0.0021 0.0553 -0.0086 0.0092;4560.0 192.0 109683 -0.0845 -0.0465 0.1287 0.1232 0.0055;1751.0 8.0 109660 -0.0002 -0.0022 -0.0009 -0.0015 0.0090;8172.0 764.0 109661 0.1163 0.0082 -0.0634 0.1217 -0.0143;7348.0 360.0 109663 -0.0927 -0.0119 0.1906 0.0820 0.0156,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1021;109666 987;109667 988;109668 963;109670 1041;109628 1041;109674 1032;109676 1004;109678 975;109679 981;109680 1018;109681 1044;109682 948;109635 968;109652 977;109656 1034;109683 1012;109660 1045;109661 927;109663 994
data,1241682000,912194.0;53924.0;950503.0;35210.0;953718.0;51817.0;937080.0;38741.0,1957.0 46.0 109680 0.0324 0.0311 0.0805 0.1180 -0.0002;7146.0 583.0 109666 0.0272 0.0995 0.0601 0.0949 -0.0063;20251.0 1089.0 109635 -0.0204 -0.0010 0.0740 0.0246 -0.0050;2898.0 84.0 109668 0.0702 0.0916 -0.0016 0.0463 0.0153;8814.0 537.0 109670 -0.0625 -0.0230 0.0320 0.2995 0.0382;1788.0 8.0 109660 -0.0002 -0.0022 -0.0009 -0.0015 0.0090;8870.0 535.0 109674 0.0881 -0.0333 0.0098 0.1320 0.0176;27932.0 2162.0 109676 0.1604 -0.0088 0.0799 0.1147 0.0053;1942.0 16.0 109678 -0.0333 0.1151 0.0022 0.0273 0.0058;5785.0 373.0 109679 -0.0596 0.0010 0.1854 0.0363 0.0096;2605.0 17.0 109648 -0.0511 0.0062 0.0838 0.0181 0.0010;3761.0 173.0 109681 0.0472 0.1355 -0.0108 0.1350 0.0143;3683.0 123.0 109682 -0.0830 0.1080 0.0134 0.2563 0.0143;2711.0 56.0 109667 -0.0059 -0.0056 0.0235 0.1987 -0.0029;13189.0 782.0 109652 -0.1049 0.1776 0.0743 0.0406 0.0031;2371.0 46.0 109656 0.0245 -0.0051 0.0598 0.0216 0.0095;4567.0 192.0 109683 -0.0845 -0.0465 0.1287 0.1232 0.0055;5585.0 90.0 109628 -0.0014 -0.0006 -0.0011 -0.0014 0.0168;8247.0 764.0 109661 0.1163 0.0082 -0.0634 0.1217 -0.0143;7371.0 361.0 109663 -0.0886 0.0026 0.1675 0.0377 0.0163,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 929;109666 961;109635 1054;109668 982;109670 1027;109660 944;109674 981;109676 964;109678 989;109679 987;109648 1046;109681 1019;109682 1003;109667 1032;109652 1008;109656 1025;109683 1006;109628 1020;109661 1019;109663 1004
data,1241682900,913151.0;53956.0;951508.0;35232.0;954672.0;51851.0;938114.0;38764.0,1983.0 47.0 109680 0.0307 0.0284 0.0801 0.1141 0.0154;7202.0 584.0 109666 0.0256 0.0989 0.0602 0.0935 0.0105;2749.0 57.0 109667 0.0378 -0.0063 0.0392 0.0213 -0.0023;3060.0 84.0 109668 0.0702 0.0916 -0.0016 0.0463 0.0153;8960.0 543.0 109670 -0.0954 -0.0289 0.0407 0.3315 0.0251;5585.0 90.0 109628 -0.0014 -0.0006 -0.0011 -0.0014 0.0168;8919.0 540.0 109674 0.0268 -0.0287 0.0149 0.1896 0.0130;27963.0 2164.0 109676 0.1386 -0.0093 0.0731 0.1315 0.0053;1942.0 16.0 109678 -0.0333 0.1151 0.0022 0.0273 0.0058;5785.0 373.0 109679 -0.0596 0.0010 0.1854 0.0363 0.0096;2632.0 18.0 109648 0.0093 -0.0039 0.0758 0.0230 0.0004;3806.0 175.0 109681 -0.0144 0.1369 0.0806 0.1271 0.0135;3696.0 124.0 109682 -0.0489 0.0987 0.0110 0.2473 0.0141;20332.0 1091.0 109635 -0.0227 -0.0019 0.0731 0.0213 0.0166;13204.0 783.0 109652 -0.1236 0.2128 0.0793 0.0317 0.0021;2409.0 49.0 109656 0.0078 0.0637 0.0588 0.0748 0.0084;4617.0 195.0 109683 -0.0969 -0.0461 0.0858 0.1303 0.0052;1791.0 9.0 109660 -0.0160 0.0241 -0.0012 0.0237 0.0085;8409.0 765.0 109661 0.0963 0.0158 -0.0279 0.1124 0.0020;7386.0 362.0 109663 -0.0895 0.0023 0.1678 0.0371 0.0273,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1003;109666 983;109667 997;109668 981;109670 1014;109628 1038;109674 978;109676 940;109678 1011;109679 1067;109648 996;109681 1020;109682 964;109635 987;109652 1013;109656 1060;109683 919;109660 984;109661 1011;109663 1034
data,1241683800,914139.0;53980.0;952496.0;35246.0;955717.0;51888.0;939094.0;38780.0,2632.0 18.0 109648 0.0093 -0.0039 0.0758 0.0230 0.0004;7333.0 585.0 109666 0.0076 0.0174 0.0051 0.1070 0.0091;20346.0 1092.0 109635 -0.0228 -0.0100 0.0772 0.0497 0.0161;3114.0 85.0 109668 0.0774 0.0876 0.0000 0.0521 0.0012;8968.0 544.0 109670 -0.0457 -0.0033 0.0477 0.2333 0.0281;5635.0 91.0 109628 -0.0032 -0.0011 0.0007 -0.0001 0.0211;8966.0 541.0 109674 0.0262 -0.0291 0.0141 0.1886 0.0174;28015.0 2166.0 109676 0.0609 0.0056 0.0837 0.1412 0.0063;1943.0 16.0 109678 -0.0333 0.1151 0.0022 0.0273 0.0058;5812.0 375.0 109679 -0.0570 0.0017 0.1911 0.0279 0.0143;2301.0 49.0 109680 0.0347 0.0372 0.0693 0.1009 0.0017;3828.0 175.0 109681 -0.0144 0.1369 0.0806 0.1271 0.0135;3737.0 127.0 109682 0.0368 0.0722 0.0051 0.2126 0.0130;4617.0 195.0 109683 -0.0969 -0.0461 0.0858 0.1303 0.0052;13332.0 788.0 109652 -0.1406 0.1236 0.0621 0.1863 0.0028;2419.0 50.0 109656 0.0004 0.0613 0.0733 0.0894 0.0079;2749.0 57.0 109667 0.0378 -0.0063 0.0392 0.0213 -0.0023;1799.0 10.0 109660 -0.0333 0.0209 0.0119 0.0744 0.0075;8414.0 766.0 109661 0.1277 0.0040 -0.0331 0.1150 0.0015;7458.0 363.0 109663 -0.0631 -0.0029 0.1118 0.0490 0.0203,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1003;109666 955;109635 1076;109668 1012;109670 1021;109628 1004;109674 989;109676 1064;109678 1037;109679 969;109680 1040;109681 964;109682 1030;109683 963;109652 906;109656 1012;109667 1008;109660 974;109661 993;109663 980
data,1241684400,915156.0;54008.0;953498.0;35274.0;956725.0;51926.0;940170.0;38817.0,2360.0 50.0 109680 -0.0032 0.0380 0.0445 0.1058 0.0023;7452.0 586.0 109666 0.0082 0.0172 0.0048 0.1081 0.0079;2749.0 57.0 109667 0.0378 -0.0063 0.0392 0.0213 -0.0023;3122.0 85.0 109668 0.0774 0.0876 0.0000 0.0521 0.0012;9026.0 549.0 109670 0.0186 0.0341 0.0396 0.2212 0.0244;1799.0 10.0 109660 -0.0333 0.0209 0.0119 0.0744 0.0075;9007.0 543.0 109674 0.0049 -0.0232 0.0756 0.1865 0.0113;28053.0 2170.0 109676 0.0565 -0.0039 0.0810 0.1439 0.0078;1968.0 16.0 109678 -0.0333 0.1151 0.0022 0.0273 0.0058;6076.0 376.0 109679 -0.0436 -0.0021 0.1281 0.0435 0.0134;2632.0 18.0 109648 0.0093 -0.0039 0.0758 0.0230 0.0004;3831.0 176.0 109681 -0.0160 0.1148 0.0556 0.1284 0.0131;3812.0 129.0 109682 0.0523 0.0801 -0.0046 0.1309 0.0182;20347.0 1092.0 109635 -0.0228 -0.0100 0.0772 0.0497 0.0161;13349.0 790.0 109652 -0.1578 0.1264 0.0508 0.2112 0.0023;2555.0 51.0 109656 -0.0013 0.0598 0.0724 0.0954 0.0167;4696.0 198.0 109683 -0.0450 0.0309 0.0841 0.1006 0.0044;5666.0 92.0 109628 -0.0067 -0.0018 0.0009 0.0033 0.0247;8456.0 767.0 109661 0.0420 0.0081 -0.0279 0.1539 0.0025;7479.0 366.0 109663 -0.1077 0.0065 0.1949 0.0303 0.0154,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 973;109666 1004;109667 992;109668 957;109670 987;109660 983;109674 1011;109676 1024;109678 1025;109679 1018;109648 1021;109681 979;109682 979;109635 972;109652 966;109656 980;109683 1035;109628 987;109661 1031;109663 1076
data,1241685300,916113.0;54032.0;954547.0;35287.0;957701.0;51947.0;941168.0;38851.0,2632.0 18.0 109648 0.0093 -0.0039 0.0758 0.0230 0.0004;7475.0 589.0 109666 -0.0010 0.0179 0.0019 0.1358 0.0078;20393.0 1094.0 109635 -0.0294 0.0592 0.0757 0.0480 0.0193;3152.0 86.0 109668 0.0399 0.0920 -0.0022 0.0647 0.0016;9088.0 551.0 109670 0.0015 0.0192 0.0486 0.1977 0.0218;5832.0 96.0 109628 0.0472 -0.0091 -0.0062 0.0073 0.0211;9118.0 543.0 109674 0.0049 -0.0232 0.0756 0.1865 0.0113;28053.0 2170.0 109676 0.0565 -0.0039 0.0810 0.1439 0.0078;1972.0 17.0 109678 -0.0349 0.1335 0.0030 0.0193 0.0054;6096.0 377.0 109679 -0.0421 -0.0023 0.1271 0.0453 0.0054;2369.0 51.0 109680 -0.0072 0.0792 0.0462 0.0995 0.0022;4052.0 176.0 109681 -0.0160 0.1148 0.0556 0.1284 0.0131;3908.0 130.0 109682 0.0438 0.0688 -0.0034 0.1338 0.0134;2750.0 57.0 109667 0.0378 -0.0063 0.0392 0.0213 -0.0023;13364.0 791.0 109652 -0.1452 0.1380 0.0443 0.1686 0.0025;2597.0 52.0 109656 -0.0012 0.0605 0.0734 0.0927 0.0089;4724.0 200.0 109683 0.0318 0.0181 0.0776 0.1061 0.0033;1799.0 10.0 109660 -0.0333 0.0209 0.0119 0.0744 0.0075;8475.0 769.0 109661 0.0404 0.0884 -0.0225 0.1120 0.0028;7543.0 368.0 109663 -0.0815 -0.0001 0.1125 0.0479 0.0142,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 961;109666 1047;109635 998;109668 1045;109670 1052;109628 962;109674 1057;109676 963;109678 1007;109679 1018;109680 978;109681 1038;109682 983;109667 981;109652 997;109656 1013;109683 961;109660 985;109661 956;109663 998
data,1241686200,917142.0;54060.0;955570.0;35316.0;958671.0;51978.0;942197.0;38876.0,2647.0 19.0 109648 0.0043 -0.0029 0.0807 0.0232 0.0003;7475.0 589.0 109666 -0.0010 0.0179 0.0019 0.1358 0.0078;2846.0 58.0 109667 0.0271 -0.0058 0.0402 0.0222 0.0044;3155.0 87.0 109668 0.0240 0.0974 -0.0065 0.1106 0.0012;9151.0 555.0 109670 -0.0005 0.0117 0.0820 0.2064 0.0152;5850.0 97.0 109628 0.0520 -0.0134 -0.0069 0.0261 0.0207;9125.0 544.0 109674 0.0328 -0.0000 0.0547 0.0767 0.0128;28104.0 2176.0 109676 0.0524 -0.0159 0.0705 0.1839 0.0062;2013.0 18.0 109678 -0.0313 0.0629 0.0009 0.0425 0.0062;6114.0 378.0 109679 -0.0523 -0.0044 0.1219 0.0628 0.0053;2369.0 51.0 109680 -0.0072 0.0792 0.0462 0.0995 0.0022;4298.0 177.0 109681 -0.0065 0.1069 0.0126 0.1343 0.0010;3932.0 131.0 109682 0.0244 0.0639 -0.0045 0.1395 0.0135;20471.0 1098.0 109635 0.0661 0.0530 0.0650 0.0536 0.0186;13394.0 792.0 109652 -0.1442 0.1161 0.0428 0.1743 0.0025;2630.0 54.0 109656 -0.0053 0.0584 0.0750 0.0979 0.0082;4748.0 201.0 109683 0.0070 0.0202 0.0776 0.1113 0.0036;2040.0 10.0 109660 -0.0333 0.0209 0.0119 0.0744 0.0075;8494.0 770.0 109661 0.0397 0.0504 -0.0254 0.1334 0.0025;7565.0 368.0 109663 -0.0815 -0.0001 0.1125 0.0479 0.0142,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 979;109666 1005;109667 924;109668 974;109670 1018;109628 1006;109674 963;109676 978;109678 981;109679 1060;109680 995;109681 962;109682 1054;109635 999;109652 1036;109656 1048;109683 944;109660 1045;109661 1000;109663 1029
data,1241686800,918174.0;54088.0;956570.0;35335.0;959707.0;52027.0;943224.0;38907.0,2373.0 51.0 109680 -0.0072 0.0792 0.0462 0.0995 0.0022;7475.0 589.0 109666 -0.0010 0.0179 0.0019 0.1358 0.0078;20598.0 1100.0 109635 0.0188 0.0463 0.0629 0.0541 0.0199;3232.0 89.0 109668 0.0523 0.0790 0.0095 0.0402 0.0018;9340.0 566.0 109670 0.0050 0.0066 0.0717 0.2077 0.0260;5853.0 97.0 109628 0.0520 -0.0134 -0.0069 0.0261 0.0207;9279.0 549.0 109674 0.0810 -0.0016 0.0417 0.0725 0.0132;28115.0 2178.0 109676 0.0521 -0.0179 0.0756 0.1891 0.0058;2125.0 19.0 109678 -0.0323 0.0627 0.0005 0.0421 0.0109;6137.0 378.0 109679 -0.0523 -0.0044 0.1219 0.0628 0.0053;2647.0 19.0 109648 0.0043 -0.0029 0.0807 0.0232 0.0003;4344.0 177.0 109681 -0.0065 0.1069 0.0126 0.1343 0.0010;3953.0 131.0 109682 0.0244 0.0639 -0.0045 0.1395 0.0135;4749.0 201.0 109683 0.0070 0.0202 0.0776 0.1113 0.0036;13438.0 793.0 109652 -0.0877 0.1105 0.0095 0.1684 0.0020;2630.0 54.0 109656 -0.0053 0.0584 0.0750 0.0979 0.0082;2849.0 58.0 109667 0.0271 -0.0058 0.0402 0.0222 0.0044;2074.0 11.0 109660 -0.0186 0.0229 0.0141 0.0249 0.0052;8495.0 770.0 109661 0.0397 0.0504 -0.0254 0.1334 0.0025;7747.0 371.0 109663 -0.0783 -0.0000 0.1109 0.0476 0.0145,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1021;109666 1024;109635 1041;109668 993;109670 956;109628 1013;109674 989;109676 1046;109678 1015;109679 977;109648 975;109681 1003;109682 974;109683 1036;109652 978;109656 984;109667 1004;109660 991;109661 953;109663 1027
